subjectNo,participantID,"Condition
1= SMILE 0 = POUT","Task performed correctly? 
 1 = YES   0 = NO",,,,,Ratings,,,,,,Self-reported task performance," Comprehension of cartoons
1 = YES   0 = NO","Was the participant aware of the goal?
1= YES  0 = NO",Transcribe the written answer of each participant's guess  of the study's goal.,Age,"Gender
1 = Male   0 = Female","Student
1 = YES   0 = NO",Occupation / Field of study
110,110,1,0,0,0,0,0,8,9,4,8,3,3,8,1,1,"Wanneer we onze mond/lachspieren gebruiken, ook als is dit geforceerd, dan wekt dat een goed gevoel bij ons op. We worden namelijk gelukkiger/zelfzekerder. De opdrachten uitvoeren terwijl we dit op dergelijke manier niet gewoon zijn is tamelijk moeilijk, maar de hele tijd waren onze lachspieren aan het werken. Dus eens aan die cartoons gekomen is de kans dat je het grappig vindt voel groter. Kortom, na dit experiment voel je je gelukkiger en ook dankbaar (dat je je ledematen kan gebruiken). ",19,0,1,Psychologie
111,111,0,1,1,1,1,4,7,6,4,5,3,8,4,1,0,"Hoe de coordinatie ook de rest van ons denken en doen beinvloedt onderzoeken, en hier de apparaturen aan aanpassen.",18,0,1,Psychologie
112,112,1,1,1,1,1,4,6,2,1,5,4,8,6,1,0,"Veel mensen zijn fysiek/mentaal beperkt maar niet iedereen kan de beste middelen voorzien, ik denk dat dit experiment een onderzoek is naar de beste alternatieven + naar de manier waarop een niet beperkte persoon hiermee omgaat.",18,0,1,Agogiek
113,113,0,1,1,1,1,4,7,8,3,7,6,7,2,1,0,Testen in welke mate het vasthouden van de pen met de lippen andere hersenfuncties belemmert bv. lezen.,18,0,1,Moraalwetenschapen
114,114,1,1,1,1,1,4,5,6,3,5,5,6,4,0,0,Kijken of je aandacht voor de inhoud vermindert omdat je je zo hard moet concentreren op de pen in je mond.,19,0,1,Agogiek
115,115,0,1,1,1,1,4,2,1,1,8,1,8,9,1,0,"Mensen met een handicap proberen bij te staan en het leven makkelijker te maken, door apparatuur voor hun te ontwikkelen om beter te schrijven of betere raad ontwikkelen over hoe een pen wordt vastgehouden. Er wordt hierbij zeker ook een link gemaakt naar de semenwerking tussen de hersenen en de mond en gezichtsspieren",21,0,1,Agogiek
116,116,1,1,1,1,1,4,5,5,7,7,6,6,6,1,0,"Proberen te weten te komen hoe het is voor mensen met een lichamelijke handicap (bv verlamd zijn) om de dagdagelijkse dingen uit te voeren, en proberen om technieken te vinden die het leven voor hen aangenamer maken",18,0,1,Psychologie
117,117,0,1,1,1,1,4,2,4,2,3,4,4,3,1,0,om voor mensen met een beperking (manueel) een alternatief via schrijven met de mond te zoeken. Door dit op ons uit te testen zoeken ze de best mogelijke oplossing,18,0,1,Psychologie
118,118,1,1,1,1,1,4,5,3,7,9,5,6,4,1,0,onderzoeken hoe we bepaalde delen van ons lichaam gebruiken voor een welbepaalde taak die we normaal niet uitvoeren met dat deel van het lichaam,20,0,1,Psychologie
119,119,0,1,1,1,1,4,5,6,4,5,5,6,4,1,0,onderzoeken of mensen in staat zijn andere lichaamsdelen te gebruiken voor bepaalde taken ipv diegene de we normaalgezien altijd gebruiken,18,0,1,Psychologie
120,120,1,1,1,1,1,4,7,3,3,6,7,7,3,1,0,dit is een test van een manier om te kunnen schrijven voor mensen met een handicap. Met dit onderzoek kan men zoeken naar de beste manier om te schrijven met een pen in de mond.,19,1,1,Psychologie
121,121,0,1,1,1,1,4,4,3,5,3,7,3,8,1,0,Une expérience sur la concentration et les expressions faciales,21,0,1,Publicité et agencement de l'espace
122,122,1,1,1,1,1,4,6,5,5,1,5,3,4,0,0,Le but de cette expérience est de comprendre les réflexes mis en œuvre pour une tâche lorsqu'on avait la capacité d'utiliser ses mains et que soudainement (ex. accident) on ne sait plus les utiliser. On étudie la capacité motrice à s'adapter. ,21,0,1,Bioingénieur
123,123,0,1,1,1,1,4,1,2,5,6,6,7,7,1,0,to understand and develop perhaps a new tool using the mouth to help people with disabilities to do some easy tasks,25,0,0,Phasmacy
124,124,1,1,1,1,1,4,7,7,0,6,8,9,5,1,0,créer un stylo pour des personnes à handicam physique comme une immobilité des membres supérieurs.,25,0,0,Pharmacy
125,125,0,1,1,1,1,4,6,3,3,6,6,2,7,1,0,l'étude du comfort d'utilisation d'une telle méthode d'écriture et les réactions qu'elle implique face à l'a lecture,25,1,0,software management
126,126,1,1,1,1,1,4,7,3,0,8,5,2,0,0,0,certainement pas ce que l'on pense saus idée précise. Il ne doit pas y avoir que de la psychomotricité.,27,1,0,Pharmacy
127,127,0,1,1,1,1,4,8,4,6,2,8,6,6,1,0,"Research question: ""Are judgments about humour affected by the unconfortable experience the participants have when holding the pen in their mouth? H: cartoons are considered less funny  because of the cost entailed by the ""hold the pen task""?",30,1,1,Linguistic 
128,128,1,1,1,1,1,4,6,3,8,5,9,7,5,1,0,Niveau d'obéissance. They are asking some tasks explaining us different aims from theirs but what they really test is our reaction to requests. Are we doing it exactly the correct way or just doing what is comfortable for us. So they are testing if we are doing wath's asked. ,22,0,1,Engeneering
129,129,0,1,1,1,1,4,3,4,2,2,5,3,7,1,0,le but est de voir si la comprehension et l'émotion/sentiments influencent la motricité et viceversa et si des réflexes sont attachés à tel sentiment ou comprehension d'une image,25,0,1,pharmacie
130,130,1,1,1,1,1,4,5,1,8,4,5,6,9,1,0,le but de cette experience est de savoir si nous sommes capables de faire plusieurs choses en même temps et donc de mesurer la concentration. Peut-on faire une chose inhabituelle (tenir un stylo en bouche sans toucher les lèvres (difficulté) et se concentrer sur la lecture et la tâche exécutive?,21,0,1,Psychologie
131,131,0,1,1,1,1,4,4,6,4,6,1,0,8,1,0,the purpose is to find alternative ways of maintaining simple everyday objects and the consequences of such alternatives (the cartoons are meant to see how someone holding a pen in his mouth can cope with distinctive reactions of the muscles involved in the task),31,1,1,Biology
132,132,1,1,1,1,1,4,3,2,6,6,6,2,7,1,0,If I hold a pen like this will you be able to multitask or not ,23,1,1,Psychology 
