subjectNo,participantID,"Condition
1= SMILE 0 = POUT","Task performed correctly? 
 1 = YES   0 = NO",,,,,Ratings,,,,,,Self-reported task performance," Comprehension of cartoons
1 = YES   0 = NO","Was the participant aware of the goal?
1= YES  0 = NO",Transcribe the written answer of each participant's guess  of the study's goal.,Age,"Gender
1 = Male   0 = Female","Student
1 = YES   0 = NO",Occupation / Field of study
133,133,0,1,1,1,1,4,9,9,5,5,4,6,1,1,0,I think the purpose is to realize the difficulties of not being able to write with your hands. The purpose of this experiment is to realize how difficult it is when you are incapable of using your hands to write. This expeirement will hopefully encourage better equipment when it comes to being incapable to write with your hands.,20,0,1,psychology
134,134,1,1,1,1,1,4,3,3,4,6,4,2,3,1,0,I think the purpose of this experiment was to see if peoples facial expressions change and if they are still able to concentrate on holding the pen properly while completing a task.,20,0,1,Criminology/Psychology
135,135,0,1,1,1,1,4,7,8,7,5,3,5,2,0,0,The purpose of the experiment is to make sure people's body can influence people's action. The physic part is very important for people's action.,19,0,1,Psychology
136,136,1,1,1,1,1,4,6,5,4,3,0,5,3,1,1,How emotion influences people's action?,17,0,1,Psychology
137,137,0,0,0,0,0,0,5,5,2,7,1,4,4,0,0,I think the purpose of the experiment was to do simple task but in way that we are not used to.,19,1,1,Criminology
138,138,1,1,1,1,1,4,3,5,7,8,5,7,7,1,0,The purpose of this experiment was to test how we operated with a disability under stress. The purpose was to also see how we would handle a disability.,18,1,1,B.Com concentration in Accounting
139,139,0,1,0,0,0,1,5,6,1,4,4,1,3,1,0,To determine if I would be successful completing the tasks using my lips to hold the pen. The purpose of the experiment was to determine how successful I would be or how well I will do in the tasks while I had the pen in my mouth instead of being in my hand. Or maybe just to complete the tasks with the pen in my mouth.,17,0,1,Accounting and Finance
140,140,1,1,1,1,1,4,6,2,2,6,2,7,9,1,1,"To find the most effective way to draw/write with a pen without the use of hands? / Problem solving. By not using hands, research can be done on how people people solve the issue of having to draw without the use of their hands. Facial expressions can be recorded and possibly correlated to different actions or emotions depending on who does what.",18,1,1,Industrial Design
141,141,0,1,1,1,1,4,8,5,2,6,3,7,6,1,0,To show how people react when faced with a given task that typically would not take much thought or effort except this time they must complete the given task without the ability to use the method that they are used to using.,18,0,1,Commerce
142,142,1,1,1,1,1,4,8,5,0,7,4,8,7,1,0,I think the purpose of this experiment is to evaluate people's abilities in common tasks but using an unusual part of your body to do so. The results of the experiment will help researchers develop technologies for individuals who may have a disability.,17,0,1,Journalism
143,143,0,1,1,1,1,4,6,3,7,9,2,6,5,1,0,To write and do thing with our dominant hand is so natural that we don't really think about it ... and now to try and do things in a way which seem unnatural is interesting in regards to how the brain works and processes new things.,17,0,1,Psychology
144,144,1,1,1,1,1,4,7,7,5,4,1,6,8,1,0,To see whether people can use other body parts to complete motor functions.,17,0,1,Psychology
145,145,0,1,1,1,1,4,5,2,1,2,2,2,9,1,0,"To see how well you can control a pen while thinking. To monitor how well a subject can think of the task at hand, while remembering/focusing on something else (holding pen in mouth",21,0,1,B.A Child Studies
146,146,1,1,1,1,1,4,7,5,5,5,6,7,4,1,0,The purpose of the experiment is to determine how easily a person can perform tasks using a part of the body not accustomed to such tasks.,18,1,1,Computer Science
147,147,0,0,0,0,0,0,6,9,3,9,0,0,6,1,0,"To test my hand and eye coordination abilities and skills. In my opinion, I think the purpose of this experiment is to test my hand and eye coordination. How skilled I am at doing tasks by thr notmal and typical way. For example, in this experiment I had to see how a can use a pen to do a task without using typical parts of my body like my hand but also being resourceful of using other parts of my body like my mouth to do the task.",19,0,1,Bachelor of Arts Law
148,148,1,1,1,1,1,4,6,5,6,7,2,8,8,1,0,To determin the difficulty of using your mouth to hold a pen to write with. This is to see if there are other ways to write without using your hands and technology for those who are not capable of doing so.,18,0,1,Cognitive science
149,149,0,0,1,1,1,3,6,6,1,2,6,1,4,0,0,I have no idea about this experiment's purpose.,20,0,1,Commerce
150,150,1,0,0,0,0,0,5,6,8,8,5,6,6,1,0,To test if one is capable to complete tasks with other (less used for the tested skill) body parts.,19,0,1,Psychology
