uid,condition,gender,age,study,self_perf,stimulus,value
112.0,0.0,0.0,19.0,14.0,8.0,rating_c1,1.0
113.0,0.0,1.0,19.0,14.0,6.0,rating_c1,2.0
114.0,0.0,1.0,21.0,14.0,7.0,rating_c1,5.0
115.0,1.0,1.0,18.0,14.0,4.0,rating_c1,4.0
116.0,0.0,1.0,19.0,14.0,6.0,rating_c1,3.0
117.0,0.0,0.0,18.0,14.0,9.0,rating_c1,4.0
118.0,0.0,1.0,19.0,14.0,7.0,rating_c1,4.0
119.0,0.0,0.0,18.0,14.0,9.0,rating_c1,4.0
121.0,1.0,1.0,19.0,14.0,8.0,rating_c1,6.0
122.0,0.0,0.0,19.0,14.0,7.0,rating_c1,4.0
123.0,0.0,1.0,18.0,14.0,7.0,rating_c1,1.0
124.0,0.0,1.0,20.0,14.0,6.0,rating_c1,2.0
125.0,1.0,1.0,20.0,14.0,4.0,rating_c1,0.0
126.0,0.0,1.0,21.0,14.0,7.0,rating_c1,5.0
127.0,1.0,1.0,19.0,14.0,9.0,rating_c1,4.0
128.0,1.0,1.0,19.0,14.0,5.0,rating_c1,3.0
129.0,1.0,1.0,22.0,14.0,8.0,rating_c1,1.0
130.0,0.0,1.0,20.0,14.0,7.0,rating_c1,6.0
131.0,1.0,0.0,19.0,14.0,9.0,rating_c1,7.0
132.0,1.0,0.0,21.0,14.0,9.0,rating_c1,1.0
134.0,1.0,1.0,,14.0,8.0,rating_c1,5.0
135.0,0.0,1.0,20.0,14.0,9.0,rating_c1,4.0
136.0,0.0,1.0,18.0,14.0,2.0,rating_c1,4.0
137.0,0.0,0.0,21.0,14.0,4.0,rating_c1,4.0
138.0,0.0,0.0,19.0,14.0,4.0,rating_c1,6.0
139.0,0.0,0.0,20.0,14.0,6.0,rating_c1,6.0
140.0,1.0,0.0,19.0,14.0,8.0,rating_c1,6.0
141.0,1.0,0.0,18.0,14.0,3.0,rating_c1,2.0
143.0,1.0,0.0,21.0,14.0,8.0,rating_c1,2.0
144.0,1.0,0.0,18.0,14.0,4.0,rating_c1,4.0
145.0,1.0,0.0,20.0,14.0,7.0,rating_c1,4.0
147.0,0.0,0.0,21.0,14.0,6.0,rating_c1,5.0
148.0,0.0,0.0,18.0,14.0,8.0,rating_c1,6.0
149.0,1.0,0.0,18.0,14.0,6.0,rating_c1,3.0
150.0,1.0,0.0,20.0,14.0,4.0,rating_c1,1.0
151.0,0.0,0.0,20.0,14.0,3.0,rating_c1,3.0
152.0,1.0,0.0,22.0,14.0,7.0,rating_c1,3.0
153.0,0.0,0.0,18.0,14.0,8.0,rating_c1,7.0
154.0,1.0,0.0,19.0,14.0,4.0,rating_c1,8.0
155.0,0.0,0.0,19.0,14.0,8.0,rating_c1,0.0
156.0,1.0,0.0,19.0,14.0,3.0,rating_c1,1.0
157.0,1.0,0.0,18.0,14.0,4.0,rating_c1,4.0
158.0,0.0,1.0,18.0,14.0,4.0,rating_c1,4.0
159.0,0.0,1.0,18.0,14.0,6.0,rating_c1,0.0
161.0,0.0,1.0,19.0,14.0,3.0,rating_c1,3.0
162.0,1.0,1.0,18.0,14.0,5.0,rating_c1,2.0
163.0,1.0,1.0,21.0,14.0,7.0,rating_c1,2.0
165.0,0.0,1.0,19.0,14.0,7.0,rating_c1,0.0
166.0,1.0,0.0,21.0,14.0,6.0,rating_c1,6.0
1.0,1.0,1.0,19.0,15.0,3.0,rating_c1,7.0
3.0,1.0,1.0,19.0,15.0,6.0,rating_c1,5.0
5.0,1.0,0.0,19.0,15.0,8.0,rating_c1,1.0
6.0,1.0,0.0,18.0,15.0,8.0,rating_c1,7.0
7.0,1.0,0.0,18.0,15.0,6.0,rating_c1,2.0
8.0,1.0,1.0,18.0,15.0,5.0,rating_c1,7.0
9.0,1.0,1.0,19.0,15.0,4.0,rating_c1,3.0
10.0,1.0,0.0,42.0,15.0,5.0,rating_c1,4.0
11.0,1.0,0.0,19.0,15.0,6.0,rating_c1,3.0
12.0,1.0,1.0,19.0,15.0,4.0,rating_c1,3.0
13.0,1.0,0.0,18.0,15.0,2.0,rating_c1,6.0
14.0,1.0,0.0,20.0,15.0,9.0,rating_c1,6.0
15.0,1.0,1.0,20.0,15.0,7.0,rating_c1,4.0
16.0,1.0,1.0,18.0,15.0,6.0,rating_c1,5.0
18.0,1.0,0.0,19.0,15.0,5.0,rating_c1,3.0
19.0,1.0,1.0,35.0,15.0,5.0,rating_c1,6.0
20.0,1.0,0.0,18.0,15.0,5.0,rating_c1,7.0
22.0,1.0,0.0,20.0,15.0,7.0,rating_c1,4.0
23.0,1.0,0.0,19.0,15.0,3.0,rating_c1,3.0
25.0,1.0,0.0,22.0,15.0,4.0,rating_c1,9.0
26.0,1.0,0.0,18.0,15.0,5.0,rating_c1,3.0
27.0,1.0,0.0,18.0,15.0,2.0,rating_c1,7.0
28.0,1.0,1.0,18.0,15.0,5.0,rating_c1,4.0
29.0,1.0,1.0,21.0,15.0,7.0,rating_c1,0.0
30.0,1.0,0.0,19.0,15.0,7.0,rating_c1,3.0
31.0,1.0,0.0,18.0,15.0,4.0,rating_c1,2.0
32.0,1.0,0.0,21.0,15.0,3.0,rating_c1,2.0
33.0,1.0,1.0,19.0,15.0,7.0,rating_c1,4.0
35.0,1.0,1.0,19.0,15.0,6.0,rating_c1,6.0
36.0,1.0,0.0,20.0,15.0,7.0,rating_c1,2.0
37.0,1.0,1.0,19.0,15.0,2.0,rating_c1,8.0
38.0,1.0,0.0,20.0,15.0,3.0,rating_c1,6.0
39.0,1.0,0.0,18.0,15.0,7.0,rating_c1,3.0
40.0,1.0,0.0,18.0,15.0,8.0,rating_c1,5.0
41.0,1.0,0.0,20.0,15.0,8.0,rating_c1,2.0
42.0,1.0,1.0,26.0,15.0,1.0,rating_c1,2.0
43.0,1.0,0.0,19.0,15.0,2.0,rating_c1,4.0
44.0,1.0,0.0,18.0,15.0,5.0,rating_c1,1.0
45.0,1.0,0.0,19.0,15.0,8.0,rating_c1,6.0
46.0,1.0,1.0,18.0,15.0,8.0,rating_c1,3.0
47.0,1.0,0.0,20.0,15.0,8.0,rating_c1,6.0
48.0,1.0,1.0,22.0,15.0,8.0,rating_c1,7.0
49.0,1.0,0.0,19.0,15.0,8.0,rating_c1,4.0
50.0,1.0,1.0,24.0,15.0,3.0,rating_c1,2.0
51.0,1.0,0.0,19.0,15.0,6.0,rating_c1,4.0
52.0,1.0,1.0,18.0,15.0,7.0,rating_c1,5.0
53.0,1.0,1.0,18.0,15.0,6.0,rating_c1,1.0
54.0,1.0,0.0,19.0,15.0,4.0,rating_c1,2.0
55.0,1.0,1.0,20.0,15.0,8.0,rating_c1,1.0
56.0,1.0,0.0,21.0,15.0,5.0,rating_c1,7.0
57.0,0.0,1.0,20.0,15.0,6.0,rating_c1,6.0
60.0,0.0,0.0,19.0,15.0,5.0,rating_c1,4.0
61.0,0.0,0.0,19.0,15.0,7.0,rating_c1,7.0
62.0,0.0,0.0,18.0,15.0,5.0,rating_c1,3.0
63.0,0.0,0.0,18.0,15.0,8.0,rating_c1,2.0
64.0,0.0,0.0,20.0,15.0,6.0,rating_c1,4.0
65.0,0.0,0.0,20.0,15.0,5.0,rating_c1,7.0
66.0,0.0,1.0,19.0,15.0,6.0,rating_c1,0.0
67.0,0.0,1.0,18.0,15.0,6.0,rating_c1,4.0
69.0,0.0,0.0,19.0,15.0,9.0,rating_c1,3.0
70.0,0.0,0.0,21.0,15.0,9.0,rating_c1,9.0
72.0,0.0,0.0,18.0,15.0,3.0,rating_c1,6.0
73.0,0.0,0.0,18.0,15.0,6.0,rating_c1,7.0
75.0,0.0,1.0,19.0,15.0,4.0,rating_c1,3.0
76.0,0.0,0.0,20.0,15.0,7.0,rating_c1,5.0
77.0,0.0,0.0,19.0,15.0,4.0,rating_c1,3.0
78.0,0.0,0.0,18.0,15.0,7.0,rating_c1,5.0
79.0,0.0,0.0,18.0,15.0,7.0,rating_c1,1.0
81.0,0.0,0.0,20.0,15.0,8.0,rating_c1,5.0
82.0,0.0,0.0,18.0,15.0,4.0,rating_c1,0.0
84.0,0.0,0.0,18.0,15.0,5.0,rating_c1,3.0
85.0,0.0,0.0,18.0,15.0,7.0,rating_c1,5.0
86.0,0.0,1.0,19.0,15.0,7.0,rating_c1,3.0
87.0,0.0,0.0,19.0,15.0,6.0,rating_c1,5.0
88.0,0.0,0.0,18.0,15.0,8.0,rating_c1,0.0
89.0,0.0,1.0,19.0,15.0,4.0,rating_c1,3.0
91.0,0.0,0.0,18.0,15.0,7.0,rating_c1,5.0
92.0,0.0,1.0,18.0,15.0,4.0,rating_c1,1.0
94.0,0.0,0.0,20.0,15.0,7.0,rating_c1,6.0
95.0,0.0,0.0,20.0,15.0,7.0,rating_c1,6.0
96.0,0.0,1.0,21.0,15.0,3.0,rating_c1,6.0
97.0,0.0,0.0,18.0,15.0,5.0,rating_c1,5.0
99.0,0.0,0.0,19.0,15.0,4.0,rating_c1,7.0
100.0,0.0,0.0,18.0,15.0,5.0,rating_c1,2.0
101.0,0.0,1.0,18.0,15.0,6.0,rating_c1,3.0
102.0,0.0,0.0,19.0,15.0,8.0,rating_c1,4.0
103.0,0.0,1.0,19.0,15.0,9.0,rating_c1,2.0
104.0,0.0,1.0,22.0,15.0,3.0,rating_c1,5.0
105.0,0.0,0.0,18.0,15.0,4.0,rating_c1,3.0
106.0,0.0,0.0,20.0,15.0,1.0,rating_c1,7.0
108.0,0.0,0.0,18.0,15.0,7.0,rating_c1,1.0
109.0,0.0,0.0,18.0,15.0,9.0,rating_c1,6.0
110.0,0.0,0.0,18.0,15.0,5.0,rating_c1,9.0
111.0,0.0,1.0,18.0,15.0,4.0,rating_c1,3.0
113.0,0.0,0.0,20.0,15.0,7.0,rating_c1,5.0
114.0,0.0,1.0,19.0,15.0,6.0,rating_c1,3.0
116.0,0.0,0.0,22.0,15.0,8.0,rating_c1,2.0
3.0,0.0,1.0,21.0,16.0,7.0,rating_c1,2.0
4.0,1.0,0.0,21.0,16.0,3.0,rating_c1,9.0
6.0,1.0,0.0,19.0,16.0,4.0,rating_c1,0.0
8.0,1.0,0.0,21.0,16.0,9.0,rating_c1,4.0
9.0,0.0,1.0,21.0,16.0,9.0,rating_c1,0.0
10.0,1.0,1.0,20.0,16.0,6.0,rating_c1,7.0
11.0,0.0,0.0,18.0,16.0,6.0,rating_c1,8.0
12.0,1.0,0.0,18.0,16.0,5.0,rating_c1,5.0
14.0,1.0,0.0,19.0,16.0,7.0,rating_c1,0.0
15.0,0.0,0.0,20.0,16.0,8.0,rating_c1,8.0
16.0,1.0,0.0,26.0,16.0,7.0,rating_c1,5.0
17.0,0.0,0.0,18.0,16.0,9.0,rating_c1,6.0
18.0,1.0,1.0,21.0,16.0,5.0,rating_c1,6.0
19.0,0.0,1.0,22.0,16.0,7.0,rating_c1,2.0
20.0,1.0,0.0,23.0,16.0,6.0,rating_c1,4.0
21.0,0.0,0.0,24.0,16.0,3.0,rating_c1,6.0
24.0,1.0,0.0,21.0,16.0,6.0,rating_c1,8.0
25.0,0.0,0.0,18.0,16.0,5.0,rating_c1,1.0
26.0,1.0,0.0,18.0,16.0,9.0,rating_c1,2.0
27.0,0.0,0.0,18.0,16.0,7.0,rating_c1,4.0
30.0,1.0,0.0,19.0,16.0,7.0,rating_c1,7.0
31.0,0.0,0.0,18.0,16.0,4.0,rating_c1,2.0
32.0,1.0,0.0,19.0,16.0,5.0,rating_c1,2.0
33.0,0.0,0.0,18.0,16.0,5.0,rating_c1,3.0
34.0,1.0,0.0,20.0,16.0,5.0,rating_c1,7.0
35.0,0.0,0.0,19.0,16.0,2.0,rating_c1,2.0
36.0,1.0,0.0,18.0,16.0,5.0,rating_c1,4.0
38.0,1.0,0.0,18.0,16.0,5.0,rating_c1,3.0
40.0,1.0,0.0,20.0,16.0,7.0,rating_c1,5.0
41.0,0.0,0.0,19.0,16.0,7.0,rating_c1,3.0
42.0,1.0,0.0,19.0,16.0,6.0,rating_c1,3.0
43.0,0.0,0.0,18.0,16.0,5.0,rating_c1,6.0
44.0,1.0,0.0,18.0,16.0,4.0,rating_c1,6.0
45.0,0.0,1.0,20.0,16.0,7.0,rating_c1,8.0
46.0,1.0,1.0,21.0,16.0,7.0,rating_c1,1.0
47.0,0.0,1.0,20.0,16.0,3.0,rating_c1,7.0
48.0,1.0,1.0,18.0,16.0,3.0,rating_c1,6.0
49.0,0.0,0.0,21.0,16.0,4.0,rating_c1,8.0
50.0,1.0,0.0,22.0,16.0,9.0,rating_c1,6.0
51.0,0.0,1.0,21.0,16.0,3.0,rating_c1,5.0
52.0,1.0,0.0,19.0,16.0,6.0,rating_c1,5.0
53.0,0.0,1.0,19.0,16.0,7.0,rating_c1,5.0
56.0,1.0,1.0,19.0,16.0,9.0,rating_c1,8.0
57.0,0.0,0.0,19.0,16.0,8.0,rating_c1,1.0
59.0,0.0,0.0,19.0,16.0,2.0,rating_c1,9.0
62.0,1.0,0.0,20.0,16.0,4.0,rating_c1,3.0
63.0,0.0,0.0,18.0,16.0,6.0,rating_c1,5.0
64.0,1.0,0.0,18.0,16.0,9.0,rating_c1,0.0
65.0,0.0,0.0,18.0,16.0,5.0,rating_c1,6.0
66.0,1.0,0.0,18.0,16.0,7.0,rating_c1,5.0
68.0,1.0,0.0,23.0,16.0,8.0,rating_c1,2.0
69.0,0.0,0.0,21.0,16.0,5.0,rating_c1,9.0
70.0,1.0,0.0,19.0,16.0,9.0,rating_c1,6.0
73.0,0.0,0.0,18.0,16.0,4.0,rating_c1,7.0
74.0,1.0,0.0,20.0,16.0,3.0,rating_c1,3.0
75.0,0.0,0.0,22.0,16.0,8.0,rating_c1,1.0
77.0,0.0,0.0,20.0,16.0,5.0,rating_c1,5.0
78.0,1.0,0.0,18.0,16.0,5.0,rating_c1,3.0
80.0,1.0,0.0,19.0,16.0,5.0,rating_c1,9.0
82.0,1.0,0.0,18.0,16.0,4.0,rating_c1,6.0
84.0,1.0,0.0,21.0,16.0,6.0,rating_c1,1.0
85.0,0.0,0.0,19.0,16.0,5.0,rating_c1,5.0
86.0,1.0,1.0,25.0,16.0,6.0,rating_c1,8.0
88.0,1.0,0.0,18.0,16.0,4.0,rating_c1,0.0
90.0,1.0,0.0,18.0,16.0,8.0,rating_c1,4.0
91.0,0.0,0.0,19.0,16.0,7.0,rating_c1,6.0
92.0,1.0,1.0,23.0,16.0,2.0,rating_c1,2.0
93.0,0.0,0.0,22.0,16.0,8.0,rating_c1,4.0
94.0,1.0,1.0,20.0,16.0,0.0,rating_c1,6.0
96.0,1.0,1.0,23.0,16.0,6.0,rating_c1,1.0
97.0,0.0,1.0,32.0,16.0,7.0,rating_c1,0.0
98.0,1.0,1.0,21.0,16.0,6.0,rating_c1,2.0
100.0,1.0,0.0,18.0,16.0,8.0,rating_c1,4.0
102.0,1.0,0.0,25.0,16.0,9.0,rating_c1,1.0
103.0,0.0,1.0,23.0,16.0,5.0,rating_c1,8.0
105.0,0.0,1.0,19.0,16.0,5.0,rating_c1,0.0
106.0,1.0,1.0,31.0,16.0,8.0,rating_c1,2.0
107.0,0.0,1.0,29.0,16.0,8.0,rating_c1,6.0
108.0,1.0,1.0,30.0,16.0,2.0,rating_c1,3.0
1.0,0.0,1.0,24.0,0.0,8.0,rating_c2,3.0
2.0,1.0,0.0,27.0,0.0,9.0,rating_c2,5.0
3.0,0.0,1.0,25.0,0.0,3.0,rating_c2,7.0
5.0,0.0,1.0,20.0,0.0,3.0,rating_c2,8.0
8.0,1.0,1.0,19.0,0.0,6.0,rating_c2,7.0
9.0,0.0,1.0,22.0,0.0,3.0,rating_c2,5.0
10.0,1.0,1.0,49.0,0.0,4.0,rating_c2,6.0
11.0,0.0,0.0,24.0,0.0,5.0,rating_c2,1.0
12.0,1.0,0.0,26.0,0.0,6.0,rating_c2,4.0
13.0,0.0,1.0,23.0,0.0,7.0,rating_c2,3.0
14.0,1.0,0.0,27.0,0.0,4.0,rating_c2,6.0
19.0,0.0,0.0,21.0,0.0,2.0,rating_c2,8.0
22.0,1.0,0.0,20.0,0.0,6.0,rating_c2,6.0
23.0,0.0,1.0,25.0,0.0,7.0,rating_c2,6.0
24.0,1.0,0.0,23.0,0.0,9.0,rating_c2,5.0
26.0,1.0,0.0,20.0,0.0,6.0,rating_c2,6.0
27.0,0.0,1.0,20.0,0.0,6.0,rating_c2,2.0
28.0,1.0,0.0,20.0,0.0,5.0,rating_c2,7.0
29.0,0.0,1.0,22.0,0.0,5.0,rating_c2,3.0
30.0,1.0,1.0,18.0,0.0,5.0,rating_c2,7.0
32.0,1.0,0.0,23.0,0.0,3.0,rating_c2,5.0
33.0,0.0,0.0,23.0,0.0,4.5,rating_c2,3.0
34.0,1.0,1.0,19.0,0.0,6.0,rating_c2,8.0
35.0,0.0,1.0,19.0,0.0,5.0,rating_c2,5.0
36.0,1.0,0.0,19.0,0.0,5.0,rating_c2,7.0
37.0,0.0,0.0,19.0,0.0,8.0,rating_c2,7.0
38.0,1.0,1.0,19.0,0.0,7.0,rating_c2,4.0
41.0,0.0,0.0,25.0,0.0,7.0,rating_c2,4.0
42.0,1.0,1.0,19.0,0.0,6.0,rating_c2,6.0
43.0,0.0,0.0,25.0,0.0,5.0,rating_c2,6.0
44.0,1.0,0.0,23.0,0.0,6.0,rating_c2,4.0
46.0,1.0,0.0,23.0,0.0,6.0,rating_c2,4.0
47.0,0.0,0.0,23.0,0.0,6.0,rating_c2,6.0
51.0,0.0,0.0,30.0,0.0,6.0,rating_c2,9.0
52.0,1.0,0.0,30.0,0.0,6.0,rating_c2,0.0
53.0,0.0,1.0,24.0,0.0,2.0,rating_c2,4.0
54.0,1.0,0.0,22.0,0.0,6.0,rating_c2,4.0
56.0,1.0,0.0,20.0,0.0,7.0,rating_c2,4.0
57.0,0.0,0.0,20.0,0.0,7.0,rating_c2,6.0
58.0,1.0,1.0,22.0,0.0,8.0,rating_c2,5.0
61.0,0.0,1.0,21.0,0.0,6.0,rating_c2,4.0
62.0,1.0,0.0,20.0,0.0,4.0,rating_c2,2.0
64.0,1.0,0.0,22.0,0.0,9.0,rating_c2,7.0
66.0,1.0,0.0,21.0,0.0,7.0,rating_c2,6.0
67.0,0.0,0.0,23.0,0.0,7.0,rating_c2,4.0
68.0,1.0,0.0,20.0,0.0,4.0,rating_c2,6.0
69.0,0.0,0.0,19.0,0.0,3.0,rating_c2,7.0
71.0,0.0,0.0,21.0,0.0,5.0,rating_c2,6.0
72.0,1.0,0.0,18.0,0.0,8.0,rating_c2,2.0
73.0,0.0,0.0,23.0,0.0,6.0,rating_c2,6.0
74.0,1.0,0.0,28.0,0.0,5.0,rating_c2,1.0
78.0,1.0,0.0,18.0,0.0,8.0,rating_c2,5.0
81.0,0.0,0.0,23.0,0.0,6.0,rating_c2,7.0
82.0,1.0,1.0,38.0,0.0,3.0,rating_c2,7.0
83.0,0.0,1.0,36.0,0.0,3.0,rating_c2,8.0
84.0,1.0,0.0,20.0,0.0,6.0,rating_c2,7.0
85.0,0.0,0.0,21.0,0.0,6.0,rating_c2,6.0
87.0,0.0,0.0,23.0,0.0,8.0,rating_c2,8.0
88.0,1.0,0.0,19.0,0.0,9.0,rating_c2,7.0
89.0,0.0,0.0,18.0,0.0,3.0,rating_c2,7.0
90.0,1.0,1.0,5.0,0.0,5.0,rating_c2,4.0
91.0,0.0,0.0,25.0,0.0,7.0,rating_c2,9.0
92.0,1.0,0.0,24.0,0.0,6.0,rating_c2,4.0
94.0,1.0,1.0,19.0,0.0,8.0,rating_c2,2.0
96.0,1.0,0.0,23.0,0.0,7.0,rating_c2,6.0
97.0,0.0,1.0,23.0,0.0,3.0,rating_c2,7.0
98.0,1.0,0.0,20.0,0.0,8.0,rating_c2,4.0
100.0,1.0,0.0,20.0,0.0,8.0,rating_c2,5.0
101.0,0.0,1.0,22.0,0.0,7.0,rating_c2,4.0
106.0,1.0,0.0,23.0,0.0,5.0,rating_c2,7.0
107.0,0.0,0.0,22.0,0.0,5.0,rating_c2,2.0
109.0,0.0,0.0,19.0,0.0,4.0,rating_c2,4.0
112.0,1.0,1.0,23.0,0.0,4.0,rating_c2,7.0
113.0,0.0,0.0,23.0,0.0,4.0,rating_c2,6.0
115.0,0.0,0.0,20.0,0.0,7.0,rating_c2,5.0
116.0,1.0,0.0,21.0,0.0,6.0,rating_c2,5.0
119.0,0.0,0.0,21.0,0.0,7.0,rating_c2,7.0
121.0,0.0,0.0,19.0,0.0,8.0,rating_c2,7.0
122.0,1.0,0.0,20.0,0.0,2.0,rating_c2,6.0
129.0,0.0,0.0,21.0,0.0,6.0,rating_c2,6.0
130.0,1.0,0.0,21.0,0.0,8.0,rating_c2,3.0
131.0,0.0,0.0,19.0,0.0,6.0,rating_c2,4.0
133.0,0.0,1.0,21.0,0.0,8.0,rating_c2,4.0
134.0,1.0,1.0,19.0,0.0,3.0,rating_c2,5.0
136.0,1.0,1.0,19.0,0.0,4.0,rating_c2,6.0
139.0,0.0,1.0,25.0,0.0,7.0,rating_c2,7.0
140.0,1.0,0.0,24.0,0.0,4.0,rating_c2,8.0
142.0,1.0,1.0,21.0,0.0,3.0,rating_c2,2.0
144.0,1.0,0.0,22.0,0.0,2.0,rating_c2,3.0
145.0,0.0,1.0,23.0,0.0,7.0,rating_c2,4.0
146.0,1.0,0.0,19.0,0.0,6.0,rating_c2,9.0
148.0,1.0,1.0,26.0,0.0,2.0,rating_c2,7.0
149.0,0.0,0.0,24.0,0.0,6.0,rating_c2,5.0
150.0,1.0,0.0,22.0,0.0,7.0,rating_c2,5.0
151.0,0.0,1.0,21.0,0.0,2.0,rating_c2,7.0
153.0,0.0,1.0,21.0,0.0,7.0,rating_c2,5.0
154.0,1.0,0.0,22.0,0.0,5.0,rating_c2,4.0
155.0,0.0,0.0,23.0,0.0,2.0,rating_c2,7.0
157.0,0.0,1.0,19.0,0.0,6.0,rating_c2,2.0
158.0,1.0,1.0,21.0,0.0,6.0,rating_c2,3.0
159.0,0.0,1.0,19.0,0.0,3.0,rating_c2,6.0
160.0,1.0,0.0,22.0,0.0,7.0,rating_c2,5.0
161.0,0.0,0.0,20.0,0.0,6.0,rating_c2,6.0
163.0,0.0,1.0,25.0,0.0,7.0,rating_c2,6.0
164.0,1.0,0.0,25.0,0.0,3.0,rating_c2,3.0
165.0,0.0,0.0,23.0,0.0,4.0,rating_c2,8.0
168.0,1.0,1.0,22.0,0.0,6.0,rating_c2,6.0
169.0,0.0,0.0,25.0,0.0,7.0,rating_c2,4.0
171.0,0.0,0.0,23.0,0.0,6.0,rating_c2,5.0
175.0,0.0,0.0,26.0,0.0,6.0,rating_c2,6.0
177.0,0.0,1.0,19.0,0.0,5.0,rating_c2,4.0
179.0,0.0,1.0,21.0,0.0,3.0,rating_c2,8.0
181.0,0.0,1.0,21.0,0.0,7.0,rating_c2,3.0
183.0,0.0,1.0,20.0,0.0,3.0,rating_c2,4.0
187.0,0.0,0.0,21.0,0.0,8.0,rating_c2,8.0
189.0,0.0,0.0,20.0,0.0,7.0,rating_c2,2.0
191.0,0.0,1.0,20.0,0.0,6.0,rating_c2,4.0
193.0,0.0,1.0,22.0,0.0,7.0,rating_c2,3.0
1.0,0.0,1.0,22.0,1.0,5.0,rating_c2,7.0
2.0,0.0,0.0,20.0,1.0,5.0,rating_c2,1.0
4.0,1.0,0.0,20.0,1.0,2.0,rating_c2,6.0
5.0,0.0,1.0,20.0,1.0,5.0,rating_c2,3.0
7.0,1.0,1.0,20.0,1.0,6.0,rating_c2,4.0
8.0,1.0,0.0,20.0,1.0,7.0,rating_c2,7.0
9.0,0.0,1.0,21.0,1.0,3.0,rating_c2,7.0
10.0,0.0,1.0,20.0,1.0,7.0,rating_c2,7.0
11.0,1.0,0.0,20.0,1.0,4.0,rating_c2,8.0
12.0,1.0,1.0,20.0,1.0,6.0,rating_c2,3.0
14.0,0.0,0.0,20.0,1.0,4.0,rating_c2,3.0
20.0,1.0,0.0,19.0,1.0,3.0,rating_c2,5.0
21.0,0.0,0.0,21.0,1.0,3.0,rating_c2,3.0
22.0,0.0,1.0,20.0,1.0,6.0,rating_c2,4.0
23.0,1.0,0.0,20.0,1.0,7.0,rating_c2,6.0
24.0,1.0,0.0,20.0,1.0,7.0,rating_c2,3.0
25.0,0.0,1.0,20.0,1.0,6.0,rating_c2,0.0
26.0,0.0,1.0,20.0,1.0,7.0,rating_c2,6.0
27.0,1.0,1.0,22.0,1.0,2.0,rating_c2,3.0
29.0,0.0,1.0,19.0,1.0,8.0,rating_c2,0.0
46.0,0.0,0.0,20.0,1.0,3.0,rating_c2,6.0
47.0,1.0,0.0,20.0,1.0,6.0,rating_c2,5.0
49.0,0.0,0.0,21.0,1.0,6.0,rating_c2,8.0
50.0,0.0,0.0,20.0,1.0,7.0,rating_c2,7.0
51.0,1.0,0.0,20.0,1.0,6.0,rating_c2,6.0
52.0,0.0,0.0,20.0,1.0,4.0,rating_c2,4.0
55.0,1.0,1.0,20.0,1.0,7.0,rating_c2,6.0
57.0,1.0,1.0,23.0,1.0,6.0,rating_c2,3.0
59.0,1.0,0.0,20.0,1.0,3.0,rating_c2,2.0
60.0,0.0,0.0,22.0,1.0,1.0,rating_c2,6.0
61.0,1.0,0.0,21.0,1.0,3.0,rating_c2,4.0
62.0,0.0,0.0,21.0,1.0,6.0,rating_c2,2.0
64.0,0.0,0.0,19.0,1.0,4.0,rating_c2,4.0
65.0,1.0,1.0,19.0,1.0,4.0,rating_c2,5.0
66.0,0.0,1.0,19.0,1.0,9.0,rating_c2,7.0
68.0,0.0,1.0,19.0,1.0,6.0,rating_c2,4.0
71.0,1.0,0.0,20.0,1.0,8.0,rating_c2,3.0
72.0,0.0,0.0,19.0,1.0,5.0,rating_c2,2.0
73.0,1.0,0.0,18.0,1.0,8.0,rating_c2,8.0
74.0,0.0,1.0,20.0,1.0,3.0,rating_c2,7.0
75.0,1.0,0.0,19.0,1.0,7.0,rating_c2,6.0
81.0,1.0,1.0,24.0,1.0,7.0,rating_c2,5.0
82.0,0.0,0.0,20.0,1.0,2.0,rating_c2,7.0
83.0,1.0,0.0,19.0,1.0,6.0,rating_c2,3.0
84.0,0.0,0.0,20.0,1.0,7.0,rating_c2,3.0
85.0,1.0,1.0,22.0,1.0,8.0,rating_c2,7.0
86.0,0.0,1.0,20.0,1.0,9.0,rating_c2,7.0
88.0,0.0,0.0,20.0,1.0,7.0,rating_c2,4.0
90.0,0.0,1.0,20.0,1.0,6.0,rating_c2,1.0
91.0,1.0,0.0,18.0,1.0,3.0,rating_c2,3.0
94.0,0.0,1.0,54.0,1.0,2.0,rating_c2,9.0
95.0,1.0,0.0,49.0,1.0,2.0,rating_c2,6.0
96.0,0.0,1.0,51.0,1.0,1.0,rating_c2,7.0
97.0,1.0,0.0,48.0,1.0,7.0,rating_c2,7.0
98.0,0.0,0.0,49.0,1.0,7.0,rating_c2,6.0
99.0,1.0,1.0,58.0,1.0,7.0,rating_c2,7.0
100.0,0.0,1.0,66.0,1.0,4.0,rating_c2,8.0
101.0,1.0,0.0,63.0,1.0,5.0,rating_c2,7.0
102.0,0.0,1.0,19.0,1.0,6.0,rating_c2,5.0
104.0,0.0,0.0,18.0,1.0,4.0,rating_c2,5.0
106.0,0.0,1.0,58.0,1.0,6.0,rating_c2,7.0
108.0,1.0,1.0,21.0,1.0,7.0,rating_c2,8.0
121.0,0.0,1.0,21.0,1.0,6.0,rating_c2,4.0
123.0,0.0,1.0,21.0,1.0,7.0,rating_c2,3.0
124.0,1.0,1.0,20.0,1.0,7.0,rating_c2,3.0
127.0,0.0,1.0,20.0,1.0,6.0,rating_c2,7.0
128.0,1.0,0.0,20.0,1.0,3.0,rating_c2,6.0
129.0,0.0,1.0,23.0,1.0,5.0,rating_c2,9.0
