veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
1.31,0.5037645448,0,0,0,HBACK,2,M,B,4
2.06,0.6023271732,0,0,0,UTE,3,M,D,2
1.54,0.6023271732,0,0,0,TRUCK,4,M,D,4
4.31,0.128678987,0,0,0,STNWG,1,F,F,2
0.82,0.1697467488,0,0,0,UTE,4,M,B,3
4.74,0.0574948665,0,0,0,UTE,1,M,F,6
0.95,0.0657084189,0,0,0,SEDAN,4,F,A,5
2.47,0.605065024,0,0,0,STNWG,3,M,D,5
4.01,0.9500342231,0,0,0,STNWG,2,F,E,3
1.2,0.6023271732,0,0,0,SEDAN,4,F,C,3
1.95,0.8377823409,0,0,0,STNWG,4,F,A,4
1.79,0.0574948665,0,0,0,HBACK,1,F,C,3
1.88,0.6023271732,0,0,0,HBACK,2,M,C,5
0.7,0.6023271732,0,0,0,SEDAN,4,F,A,5
0.51,0.605065024,0,0,0,HBACK,4,F,A,4
4,0.9993155373,0,0,0,STNWG,3,F,D,5
0.7,0.605065024,0,0,0,STNWG,4,M,A,5
0.79,0.3942505133,1,1,353.76999998,HBACK,3,F,C,1
1.22,0.5065023956,0,0,0,STNWG,4,F,B,1
1.47,0.5065023956,0,0,0,HBACK,1,M,C,4
0.7,0.605065024,0,0,0,SEDAN,4,M,F,3
1.55,0.5037645448,1,1,2434.609993,HBACK,1,F,C,5
1.29,0.5065023956,0,0,0,COUPE,4,M,C,4
1.21,0.5995893224,0,0,0,SEDAN,4,F,C,6
2.25,0.5886379192,0,0,0,HDTOP,2,F,B,2
1.56,0.5886379192,0,0,0,SEDAN,3,M,C,5
1.62,0.2135523614,0,0,0,STNWG,4,M,A,2
0.88,0.605065024,0,0,0,TRUCK,4,M,D,3
1.54,0.3778234086,0,0,0,HBACK,1,F,A,4
1.13,0.5065023956,0,0,0,SEDAN,3,F,D,2
1.24,0.0574948665,0,0,0,HBACK,1,F,A,2
0.45,0.6023271732,0,0,0,HBACK,4,F,C,5
0.7,0.5995893224,0,0,0,HBACK,4,F,C,6
2.65,0.3969883641,0,0,0,HDTOP,3,M,A,5
0.84,0.605065024,0,0,0,HBACK,3,F,C,5
1.5,0.6023271732,0,0,0,STNWG,4,F,F,4
0.39,0.6023271732,0,0,0,SEDAN,4,F,B,2
0.39,0.3969883641,1,1,359.5,STNWG,4,F,C,4
0.95,0.6023271732,1,1,200,SEDAN,4,M,C,4
1.85,0.8898015058,0,0,0,SEDAN,2,F,A,4
1.38,0.6023271732,0,0,0,HBACK,2,M,B,4
1.6,0.5995893224,0,0,0,HDTOP,3,F,C,6
5.27,0.3969883641,0,0,0,STNWG,2,M,C,3
0.83,0.6023271732,1,1,2326.4499969,STNWG,4,M,D,2
2.61,0.6023271732,1,1,376.62999964,STNWG,4,F,E,5
2.04,0.5995893224,0,0,0,STNWG,4,M,A,4
0.77,0.5995893224,0,0,0,HBACK,4,F,B,5
0.45,0.5995893224,0,0,0,HBACK,4,F,A,6
0.84,0.3997262149,0,0,0,HBACK,3,F,A,3
1.04,0.605065024,0,0,0,HBACK,4,F,C,3
1.64,0.605065024,0,0,0,SEDAN,3,M,B,4
1.68,0.3942505133,0,0,0,UTE,2,M,B,2
0.29,0.605065024,0,0,0,SEDAN,4,F,C,6
1.18,0.605065024,0,0,0,HDTOP,4,F,F,4
1.49,0.605065024,0,0,0,HDTOP,4,F,B,5
2.11,0.3175906913,0,0,0,STNWG,2,F,F,3
1.64,0.605065024,0,0,0,SEDAN,2,F,E,2
2.29,0.7857631759,0,0,0,STNWG,3,M,C,2
2.72,0.605065024,0,0,0,STNWG,3,M,D,3
1.6,0.2135523614,0,0,0,UTE,3,M,F,4
1.64,0.605065024,0,0,0,SEDAN,3,F,A,4
2.1,0.5886379192,0,0,0,HDTOP,2,F,A,3
0.92,0.7008898015,0,0,0,HBACK,3,M,B,2
2.4,0.3942505133,0,0,0,SEDAN,2,F,C,4
1.02,0.1122518823,0,0,0,HBACK,4,F,A,2
1.29,0.0574948665,1,1,353.76999998,HDTOP,4,F,C,1
1.2,0.6023271732,0,0,0,SEDAN,3,F,C,3
2.72,0.2737850787,0,0,0,STNWG,3,F,C,3
0.37,0.5995893224,0,0,0,HBACK,4,F,C,5
1.72,0.386036961,0,0,0,SEDAN,2,M,C,2
1.12,0.2135523614,0,0,0,HBACK,2,F,D,5
1.43,0.3969883641,0,0,0,HBACK,4,M,B,6
2.38,0.2135523614,0,0,0,SEDAN,2,F,C,1
1.75,0.3969883641,0,0,0,SEDAN,2,F,A,2
0.96,0.9144421629,0,0,0,HBACK,3,F,D,3
1.33,0.6023271732,0,0,0,SEDAN,3,F,B,5
0.51,0.5201916495,0,0,0,SEDAN,4,M,C,4
1.48,0.3449691992,0,0,0,HBACK,3,F,A,3
1.66,0.6023271732,0,0,0,HBACK,3,F,C,5
1.15,0.5995893224,0,0,0,HBACK,3,M,B,4
1.47,0.5995893224,0,0,0,SEDAN,3,F,A,4
5.633,0.501026694,0,0,0,STNWG,1,M,A,2
2.07,0.3997262149,0,0,0,STNWG,3,M,E,3
0.5,0.2491444216,0,0,0,HBACK,4,M,C,3
1.09,0.5995893224,0,0,0,TRUCK,3,F,D,1
1.18,0.2135523614,0,0,0,UTE,3,M,D,4
1.82,0.59137577,0,0,0,HBACK,2,F,C,2
1.02,0.2135523614,0,0,0,SEDAN,3,M,C,1
2.4,0.090349076,0,0,0,STNWG,3,M,C,5
2.42,0.6023271732,0,0,0,STNWG,3,F,E,5
1.71,0.3969883641,0,0,0,HBACK,2,F,B,5
0.91,0.605065024,0,0,0,SEDAN,4,M,C,3
1.5,0.5995893224,0,0,0,STNWG,4,M,E,5
1.3,0.0109514031,0,0,0,SEDAN,2,F,B,2
1.83,0.6023271732,0,0,0,SEDAN,1,F,C,1
4.37,0.2765229295,0,0,0,STNWG,2,M,E,2
1,0.3942505133,0,0,0,HBACK,3,F,A,4
2.33,0.6050650239,1,1,3563.409996,UTE,2,M,C,6
0.31,0.605065024,0,0,0,SEDAN,4,M,A,2
1.31,0.5065023956,0,0,0,SEDAN,2,F,A,2
2.45,0.9144421629,0,0,0,HBACK,3,F,D,3
2.39,0.605065024,0,0,0,SEDAN,2,F,B,4
0.39,0.5065023956,1,1,390,SEDAN,4,F,C,4
0.5,0.605065024,0,0,0,HBACK,4,F,A,5
1.63,0.3312799452,0,0,0,SEDAN,2,F,C,4
2.09,0.4106776181,0,0,0,SEDAN,3,M,C,2
1.41,0.9993155373,0,0,0,SEDAN,2,F,C,6
1.23,0.3969883641,0,0,0,SEDAN,3,M,D,3
0.55,0.6023271732,0,0,0,SEDAN,4,F,C,4
1.75,0.3997262149,0,0,0,SEDAN,2,F,A,4
1.5,0.6023271732,0,0,0,HBACK,1,F,D,3
2.14,0.5886379192,0,0,0,HBACK,1,F,C,5
0.48,0.3969883641,0,0,0,SEDAN,4,F,C,3
1.41,0.4216290212,0,0,0,SEDAN,2,F,A,2
1.26,0.9993155373,0,0,0,HBACK,2,F,C,2
0.87,0.5995893224,0,0,0,UTE,4,M,E,4
4.13,0.3997262149,0,0,0,STNWG,2,F,D,5
1.17,0.3997262149,0,0,0,HBACK,2,F,A,2
0.34,0.5995893224,0,0,0,STNWG,4,F,C,1
1.11,0.2135523614,0,0,0,UTE,3,M,D,2
1.99,0.3258042437,0,0,0,HBACK,2,F,A,4
2.66,0.5886379192,0,0,0,SEDAN,1,F,C,3
1.97,0.5995893224,0,0,0,STNWG,3,F,D,4
1.21,0.5995893224,1,1,1702.7599983,HBACK,2,F,D,1
0.72,0.5995893224,0,0,0,HBACK,4,M,B,4
0.95,0.5995893224,0,0,0,SEDAN,4,F,A,5
1.92,0.5065023956,0,0,0,STNWG,3,F,D,4
7.351,0.501026694,0,0,0,STNWG,1,F,C,4
0.9,0.5065023956,1,1,377.8499999,UTE,4,F,B,2
1.55,0.7885010267,0,0,0,SEDAN,2,F,C,5
0.39,0.9144421629,0,0,0,HBACK,4,F,B,4
2.75,0.2245037645,0,0,0,STNWG,3,F,B,1
3.149,0.1451060917,0,0,0,SEDAN,1,F,A,5
2.37,0.5065023956,0,0,0,PANVN,2,M,D,5
1.3,0.2135523614,0,0,0,HBACK,2,M,C,2
1.86,0.2135523614,0,0,0,HBACK,1,F,F,1
1.32,0.2135523614,0,0,0,HBACK,3,M,A,4
2.91,0.0848733744,0,0,0,TRUCK,3,F,E,2
2.77,0.5065023956,0,0,0,HDTOP,2,F,C,4
2.21,0.2135523614,0,0,0,PANVN,2,M,C,4
2.02,0.5065023956,0,0,0,SEDAN,1,M,B,2
2.18,0.5065023956,1,1,748.44999886,SEDAN,2,M,C,4
1.78,0.9144421629,0,0,0,SEDAN,3,M,A,3
0.31,0.2902121834,0,0,0,HBACK,4,F,C,2
1.17,0.1998631075,0,0,0,SEDAN,3,F,C,1
1.902,0.5065023956,0,0,0,TRUCK,1,M,C,4
0.84,0.052019165,0,0,0,HBACK,3,F,C,3
4.22,0.810403833,0,0,0,TRUCK,1,M,D,6
1.77,0.3969883641,0,0,0,SEDAN,1,M,A,6
0.43,0.4024640657,0,0,0,HBACK,4,F,A,5
0.71,0.1642710472,0,0,0,HBACK,4,M,C,2
0.96,0.3997262149,0,0,0,UTE,3,M,B,5
1.18,0.128678987,0,0,0,STNWG,4,M,C,1
4.79,0.4024640657,0,0,0,STNWG,2,M,A,5
1.61,0.4024640657,0,0,0,SEDAN,3,F,B,6
2.45,0.3997262149,0,0,0,STNWG,3,M,C,6
2.24,0.629705681,0,0,0,TRUCK,3,F,C,4
1.14,0.4024640657,0,0,0,SEDAN,3,M,D,6
0.76,0.4024640657,0,0,0,SEDAN,4,M,A,6
1.76,0.2135523614,0,0,0,UTE,3,M,D,3
2.05,0.4106776181,0,0,0,SEDAN,1,M,A,1
0.59,0.5995893224,0,0,0,SEDAN,4,M,B,5
0.61,0.3997262149,0,0,0,UTE,4,M,A,5
1.8,0.629705681,0,0,0,SEDAN,2,F,C,6
1.12,0.5995893224,0,0,0,HBACK,4,M,B,2
1.428,0.7364818617,0,0,0,HBACK,1,F,A,6
1.92,0.3997262149,0,0,0,SEDAN,2,M,B,4
2.549,0.5968514716,0,0,0,SEDAN,1,M,C,4
0.99,0.4024640657,0,0,0,UTE,4,F,E,5
0.41,0.4024640657,0,0,0,SEDAN,4,F,A,6
0.91,0.5859000684,0,0,0,SEDAN,4,M,C,6
0.46,0.0465434634,0,0,0,HBACK,4,M,C,6
0.73,0.0574948665,0,0,0,HBACK,4,F,A,5
1.3,0.2135523614,0,0,0,SEDAN,2,F,B,4
2.02,0.2135523614,0,0,0,STNWG,2,F,D,3
2.49,0.4024640657,0,0,0,SEDAN,1,M,A,5
1.47,0.295687885,0,0,0,SEDAN,2,F,B,1
5.82,0.4024640657,0,0,0,STNWG,1,M,C,5
0.91,0.59137577,0,0,0,UTE,4,F,C,3
1.13,0.5968514716,0,0,0,SEDAN,4,M,A,4
1.74,0.3997262149,0,0,0,SEDAN,2,M,A,6
2.99,0.4024640657,0,0,0,STNWG,3,M,C,3
3.19,0.3997262149,0,0,0,UTE,1,F,D,4
0.31,0.4024640657,0,0,0,HBACK,4,M,B,6
2.199,0.0410677618,0,0,0,SEDAN,1,F,B,6
3.86,0.4024640657,0,0,0,TRUCK,2,M,A,4
1.62,0.4024640657,0,0,0,SEDAN,2,M,A,4
1.28,0.4024640657,0,0,0,TRUCK,4,M,A,4
2.88,0.4024640657,0,0,0,STNWG,1,M,B,3
1.25,0.4024640657,0,0,0,STNWG,4,M,F,3
0.44,0.2108145106,0,0,0,HBACK,4,F,B,3
0.46,0.5968514716,0,0,0,HBACK,4,F,C,5
1.45,0.3997262149,0,0,0,SEDAN,2,M,D,6
0.58,0.3997262149,0,0,0,SEDAN,4,F,A,5
1.37,0.4024640657,0,0,0,HBACK,1,F,E,5
1.78,0.3997262149,0,0,0,SEDAN,2,M,D,5
0.69,0.3997262149,0,0,0,HBACK,3,F,B,6
2.27,0.4024640657,0,0,0,STNWG,3,M,C,4
4.92,0.5229295003,0,0,0,STNWG,1,M,B,4
0.93,0.4024640657,0,0,0,STNWG,3,F,B,6
2.94,0.9144421629,0,0,0,STNWG,3,F,A,3
1.26,0.4024640657,0,0,0,HBACK,3,M,B,4
1.76,0.0547570157,0,0,0,SEDAN,2,F,A,4
2.99,0.3997262149,0,0,0,STNWG,2,M,C,5
0.5,0.4024640657,0,0,0,STNWG,4,F,C,4
1.58,0.1040383299,0,0,0,HBACK,2,F,C,3
1.44,0.295687885,0,0,0,HBACK,2,F,A,2
2.92,0.2984257358,0,0,0,STNWG,1,F,C,2
0.74,0.3997262149,1,1,947.75,HBACK,4,F,B,5
1.75,0.5776865161,0,0,0,SEDAN,2,F,A,1
1.66,0.9965776865,0,0,0,UTE,2,M,D,3
0.45,0.4024640657,0,0,0,SEDAN,4,F,A,6
2.68,0.5968514716,0,0,0,SEDAN,2,F,B,3
0.97,0.4024640657,0,0,0,SEDAN,3,F,E,4
0.37,0.4024640657,0,0,0,SEDAN,4,M,C,5
0.75,0.5995893224,0,0,0,HBACK,3,M,C,3
3.4,0.3997262149,0,0,0,STNWG,2,M,C,5
5.79,0.4106776181,0,0,0,STNWG,2,F,C,5
1.13,0.4024640657,0,0,0,SEDAN,3,F,F,5
1.45,0.1368925394,0,0,0,SEDAN,3,F,A,3
1.29,0.3997262149,0,0,0,SEDAN,3,F,B,4
0.39,0.4024640657,0,0,0,UTE,4,M,F,5
1.17,0.8350444901,0,0,0,HBACK,2,F,C,4
1.55,0.0848733744,0,0,0,SEDAN,4,M,B,5
0.37,0.3997262149,0,0,0,SEDAN,4,F,B,6
1.6143,0.5831622177,0,0,0,HBACK,1,M,A,6
1.76,0.2135523614,0,0,0,HBACK,1,M,B,3
2.75,0.5968514716,0,0,0,STNWG,3,F,A,1
1.53,0.3997262149,0,0,0,SEDAN,3,F,B,6
1.349,0.7857631759,0,0,0,HBACK,1,F,B,1
2.04,0.4024640657,0,0,0,SEDAN,2,F,A,3
5.06,0.4024640657,0,0,0,STNWG,1,F,C,3
0.71,0.3997262149,0,0,0,SEDAN,4,M,A,6
0.77,0.5995893224,0,0,0,SEDAN,4,F,D,5
1.76,0.3997262149,0,0,0,SEDAN,2,M,C,3
0.27,0.2108145106,0,0,0,HBACK,4,M,A,5
2.88,0.3997262149,0,0,0,STNWG,1,F,C,4
1.29,0.3997262149,0,0,0,SEDAN,3,F,A,4
0.97,0.3997262149,1,1,1657.9499969,SEDAN,3,F,C,4
1.13,0.5995893224,0,0,0,STNWG,4,F,A,2
0.72,0.4024640657,0,0,0,HBACK,3,F,A,6
1.31,0.3997262149,0,0,0,HBACK,3,F,A,4
3.299,0.5585215606,0,0,0,STNWG,1,F,A,3
0.82,0.5995893224,0,0,0,SEDAN,3,F,E,5
1.32,0.3997262149,0,0,0,COUPE,3,F,B,2
0.73,0.0301163587,0,0,0,HBACK,4,F,A,2
1.85,0.3586584531,0,0,0,SEDAN,1,F,B,3
2.42,0.5776865161,0,0,0,SEDAN,1,F,A,2
0.89,0.4024640657,0,0,0,UTE,4,M,B,3
0.79,0.4024640657,0,0,0,SEDAN,4,F,C,6
0.83,0.4024640657,0,0,0,SEDAN,4,M,B,6
1.1,0.4024640657,0,0,0,SEDAN,3,F,A,5
0.93,0.5968514716,0,0,0,HBACK,3,F,B,3
1.99,0.4024640657,0,0,0,STNWG,4,F,A,6
0.9,0.3997262149,0,0,0,TRUCK,4,M,E,4
1.21,0.3093771389,0,0,0,UTE,4,M,C,3
3.96,0.0848733744,0,0,0,STNWG,2,F,B,3
0.97,0.3997262149,0,0,0,SEDAN,3,F,D,3
1.27,0.5995893224,0,0,0,STNWG,3,F,C,2
1.12,0.1998631075,0,0,0,COUPE,3,F,C,3
4.4,0.4024640657,0,0,0,MCARA,2,M,A,4
1.41,0.3997262149,0,0,0,UTE,3,M,F,3
1.29,0.3696098563,0,0,0,HBACK,3,M,B,3
2.94,0.3997262149,0,0,0,UTE,1,M,E,4
1.18,0.4024640657,0,0,0,SEDAN,3,F,C,6
0.95,0.3997262149,0,0,0,SEDAN,3,F,C,5
1.3,0.501026694,0,0,0,STNWG,4,M,D,6
1.76,0.3997262149,0,0,0,SEDAN,3,F,B,4
2.77,0.5995893224,0,0,0,STNWG,3,F,A,2
1.19,0.8788501027,0,0,0,HBACK,2,M,D,3
0.99,0.3997262149,0,0,0,SEDAN,3,M,A,2
2.09,0.3997262149,0,0,0,UTE,3,M,E,4
0.77,0.4024640657,0,0,0,SEDAN,4,M,A,5
0.95,0.7036276523,0,0,0,HBACK,3,F,C,1
1.84,0.2984257358,0,0,0,HBACK,3,F,C,2
0.72,0.3997262149,0,0,0,HBACK,4,M,D,3
0.71,0.3997262149,0,0,0,SEDAN,4,M,B,5
0.39,0.887063655,0,0,0,HBACK,4,F,B,5
1.64,0.2327173169,0,0,0,STNWG,4,M,E,2
1.1,0.3997262149,0,0,0,SEDAN,3,F,A,3
0.92,0.3997262149,0,0,0,HBACK,3,F,C,6
1.35,0.5995893224,0,0,0,UTE,3,M,B,3
3.31,0.5995893224,0,0,0,TRUCK,1,F,D,3
1.29,0.2847364819,1,1,9806.5099487,STNWG,4,F,F,4
1.83,0.2518822724,0,0,0,UTE,1,M,C,3
1.13,0.4024640657,0,0,0,HBACK,3,F,B,6
1.56,0.3997262149,0,0,0,SEDAN,3,M,D,2
1.35,0.2108145106,0,0,0,STNWG,4,F,B,2
2.82,0.4024640657,0,0,0,STNWG,3,F,C,4
0.71,0.8240930869,0,0,0,HBACK,4,F,D,1
1.71,0.4024640657,0,0,0,UTE,4,M,B,4
1.29,0.4024640657,0,0,0,UTE,3,M,E,5
2.25,0.2710472279,0,0,0,STNWG,2,M,A,3
1.66,0.3367556468,1,1,13172.72998,STNWG,4,F,F,4
2.08,0.900752909,0,0,0,UTE,2,F,E,4
1.29,0.4024640657,0,0,0,HBACK,1,F,C,2
1.43,0.1806981519,0,0,0,UTE,3,F,B,3
0.46,0.4024640657,0,0,0,HBACK,4,F,A,6
0.44,0.4024640657,0,0,0,SEDAN,4,F,B,2
0.99,0.5968514716,0,0,0,STNWG,4,F,B,5
2.14,0.9144421629,0,0,0,MIBUS,4,M,B,3
1.76,0.3997262149,0,0,0,HBACK,2,F,C,3
0.71,0.4024640657,0,0,0,SEDAN,4,M,A,4
1.92,0.3997262149,0,0,0,STNWG,3,M,A,2
1.428,0.6543463381,1,1,200,HBACK,1,M,A,4
1.47,0.0547570157,0,0,0,SEDAN,3,M,A,5
1.58,0.7665982204,0,0,0,SEDAN,3,F,C,4
1,0.2409308693,0,0,0,HBACK,3,F,A,4
1.34,0.4024640657,0,0,0,SEDAN,3,F,C,6
0.44,0.4024640657,0,0,0,HBACK,4,M,C,3
2.75,0.5995893224,0,0,0,STNWG,3,F,F,4
1.12,0.7036276523,0,0,0,SEDAN,3,F,C,2
3.28,0.2327173169,0,0,0,SEDAN,4,M,F,1
0.79,0.3997262149,0,0,0,HBACK,3,M,D,4
2.28,0.5037645448,0,0,0,SEDAN,2,M,A,2
1.92,0.0848733744,0,0,0,SEDAN,2,F,A,3
2.04,0.2272416153,0,0,0,HBACK,1,F,E,5
0.87,0.5995893224,0,0,0,HBACK,3,F,C,3
1.25,0.3997262149,0,0,0,STNWG,4,F,D,3
1.29,0.3997262149,0,0,0,SEDAN,3,F,A,5
0.6,0.9144421629,0,0,0,HBACK,4,F,C,3
1.57,0.5995893224,0,0,0,HBACK,2,F,E,2
1.9,0.2491444216,0,0,0,STNWG,4,M,B,6
1.76,0.3969883641,0,0,0,HBACK,2,M,B,6
1.08,0.6023271732,0,0,0,SEDAN,3,M,A,4
0.85,0.6023271732,0,0,0,HBACK,3,M,C,2
0.37,0.3969883641,0,0,0,SEDAN,4,F,D,6
2.42,0.205338809,0,0,0,STNWG,3,F,C,4
0.8,0.8350444901,0,0,0,SEDAN,4,F,F,3
0.65,0.3969883641,0,0,0,HBACK,4,F,E,6
1.399,0.6023271732,0,0,0,HBACK,1,F,C,6
1.98,0.372347707,0,0,0,SEDAN,2,F,C,3
0.68,0.4216290212,0,0,0,HBACK,4,F,C,5
1.92,0.3969883641,0,0,0,SEDAN,1,M,D,5
2.25,0.3969883641,0,0,0,UTE,3,M,E,4
1.75,0.3969883641,0,0,0,SEDAN,2,M,F,3
0.7,0.9144421629,0,0,0,STNWG,4,F,D,6
2.71,0.3969883641,0,0,0,STNWG,1,F,C,5
0.8,0.3969883641,0,0,0,HBACK,3,M,B,3
1.36,0.3969883641,0,0,0,SEDAN,3,F,C,4
1.92,0.3969883641,0,0,0,STNWG,2,M,A,6
5.51,0.2546201232,0,0,0,STNWG,2,F,B,3
1.06,0.6023271732,0,0,0,HBACK,4,F,C,4
1.61,0.0082135524,0,0,0,SEDAN,1,M,C,5
1.03,0.1396303901,0,0,0,SEDAN,3,M,B,3
1.92,0.2108145106,0,0,0,HBACK,1,M,D,5
1.13,0.3969883641,0,0,0,HBACK,3,F,A,4
0.82,0.3969883641,0,0,0,HBACK,3,F,D,3
1.39,0.9144421629,0,0,0,HBACK,2,M,B,3
2.44,0.1971252567,0,0,0,SEDAN,2,M,A,5
0.34,0.3969883641,0,0,0,HBACK,4,F,E,6
2.58,0.2518822724,0,0,0,STNWG,3,M,A,2
5.67,0.462696783,0,0,0,STNWG,1,F,C,5
3.4,0.6023271732,1,1,345,UTE,1,M,B,5
1.19,0.3969883641,0,0,0,PANVN,3,M,C,6
0.37,0.2984257358,0,0,0,SEDAN,4,F,A,6
0.62,0.4407939767,0,0,0,SEDAN,4,M,E,1
1.72,0.4681724846,0,0,0,UTE,2,F,A,1
0.76,0.3969883641,0,0,0,HBACK,3,M,C,5
1.14,0.3969883641,0,0,0,SEDAN,3,F,A,1
1.559,0.3066392882,0,0,0,HBACK,1,F,A,4
0.39,0.3969883641,0,0,0,SEDAN,4,F,C,4
1.93,0.6023271732,0,0,0,SEDAN,3,F,C,4
1.16,0.3969883641,0,0,0,SEDAN,4,F,A,5
3.2,0.3969883641,0,0,0,STNWG,1,F,C,4
1.22,0.3969883641,0,0,0,STNWG,4,F,E,3
0.44,0.3969883641,0,0,0,SEDAN,4,M,E,6
0.95,0.3969883641,0,0,0,STNWG,4,M,A,2
1.01,0.3969883641,0,0,0,HBACK,2,F,C,5
0.75,0.2327173169,0,0,0,SEDAN,4,F,C,5
1.7353,0.1122518823,0,0,0,HBACK,1,M,D,5
1.94,0.3969883641,0,0,0,HBACK,1,M,C,5
4.37,0.3969883641,0,0,0,STNWG,1,F,A,3
0.99,0.6023271732,0,0,0,SEDAN,3,M,E,2
2.29,0.3969883641,0,0,0,SEDAN,1,M,C,6
0.46,0.3969883641,0,0,0,HBACK,4,F,A,6
1.07,0.629705681,0,0,0,SEDAN,4,F,A,5
0.37,0.295687885,0,0,0,HBACK,4,F,B,4
2.82,0.6023271732,0,0,0,STNWG,1,F,D,4
1.92,0.3969883641,0,0,0,STNWG,3,F,B,3
1.13,0.3969883641,0,0,0,HBACK,3,F,A,6
1.18,0.3969883641,0,0,0,HBACK,3,M,C,4
2.61,0.9144421629,0,0,0,STNWG,2,F,B,3
1.86,0.9144421629,0,0,0,STNWG,3,M,A,3
0.76,0.3969883641,0,0,0,SEDAN,4,M,C,5
0.92,0.7748117728,0,0,0,HBACK,3,F,B,4
1.91,0.4407939767,0,0,0,SEDAN,2,F,A,3
1.84,0.887063655,0,0,0,SEDAN,1,F,A,3
1.51,0.8815879534,0,0,0,HBACK,3,F,B,3
0.88,0.0848733744,0,0,0,STNWG,4,M,B,1
3.59,0.8980150582,0,0,0,STNWG,2,F,F,2
1.63,0.3969883641,0,0,0,SEDAN,2,F,C,2
0.31,0.3969883641,0,0,0,HBACK,4,F,A,4
1.77,0.3969883641,0,0,0,HBACK,1,F,D,1
1.37,0.3969883641,0,0,0,HBACK,1,M,B,3
2.76,0.8295687885,0,0,0,STNWG,1,M,E,4
0.85,0.3969883641,0,0,0,HBACK,3,M,A,5
1.89,0.3969883641,0,0,0,SEDAN,2,M,E,6
0.77,0.6023271732,0,0,0,SEDAN,4,F,C,6
1.48,0.3969883641,0,0,0,SEDAN,2,F,C,5
1.84,0.6023271732,0,0,0,HBACK,3,M,C,2
1.02,0.8350444901,0,0,0,HBACK,4,F,E,1
1.74,0.3969883641,1,1,579.31999969,SEDAN,1,M,B,2
3.74,0.3778234086,0,0,0,STNWG,2,M,C,3
1.94,0.2327173169,0,0,0,HDTOP,3,M,D,2
0.44,0.2108145106,0,0,0,SEDAN,4,F,C,2
1.39,0.5886379192,0,0,0,SEDAN,3,M,D,4
1.73,0.629705681,1,1,200,SEDAN,2,F,C,4
1.45,0.8624229979,1,1,1210.9499989,SEDAN,3,F,F,5
2.79,0.4106776181,1,1,1532.9299965,STNWG,2,M,F,3
0.83,0.5886379192,0,0,0,HBACK,3,F,C,2
2.54,0.9144421629,1,1,1335.8199997,TRUCK,3,M,D,2
4.25,0.629705681,0,0,0,STNWG,2,F,F,2
4.87,0.0848733744,0,0,0,STNWG,2,F,E,2
1.17,0.7036276523,0,0,0,SEDAN,3,F,B,4
1.47,0.8350444901,0,0,0,HBACK,1,M,E,2
8.45,0.8323066393,0,0,0,STNWG,1,M,A,1
2.43,0.8350444901,1,1,5823.9499969,SEDAN,1,M,B,2
1.48,0.2245037645,0,0,0,HBACK,2,F,A,4
2.85,0.5886379192,0,0,0,STNWG,2,F,B,3
1.32,0.2655715263,0,0,0,HBACK,2,F,D,5
2.45,0.5886379192,0,0,0,SEDAN,2,M,C,4
2.96,0.0109514031,0,0,0,STNWG,2,F,B,3
2.4,0.7036276523,0,0,0,STNWG,3,M,B,4
1.578,0.8350444901,0,0,0,HBACK,1,M,B,3
2,0.8350444901,0,0,0,SEDAN,1,F,C,3
1.71,0.2710472279,0,0,0,HBACK,2,M,B,3
3.199,0.334017796,0,0,0,STNWG,1,M,C,2
3.28,0.8323066393,1,1,372.26999998,STNWG,1,M,B,3
0.92,0.8350444901,0,0,0,HBACK,3,F,A,2
1.35,0.7638603696,0,0,0,HBACK,1,F,B,3
2.01,0.4106776181,0,0,0,HBACK,1,F,A,1
2.9,0.8350444901,0,0,0,SEDAN,1,M,A,2
1.02,0.0876112252,0,0,0,SEDAN,4,M,E,3
1.45,0.1998631075,0,0,0,HBACK,1,F,C,4
1.04,0.8350444901,0,0,0,HBACK,2,M,B,4
2.38,0.7036276523,0,0,0,STNWG,3,F,A,3
2.52,0.9993155373,0,0,0,TRUCK,3,F,F,5
1.44,0.629705681,1,1,2418.8099976,UTE,4,M,F,5
3.74,0.3696098563,0,0,0,STNWG,2,F,F,1
1.9,0.8459958932,0,0,0,SEDAN,1,M,F,5
0.45,0.8295687885,0,0,0,SEDAN,4,F,C,3
0.98,0.1505817933,0,0,0,HBACK,2,F,C,3
2.26,0.629705681,0,0,0,HDTOP,2,M,A,3
3,0.2327173169,0,0,0,UTE,2,M,B,4
0.99,0.8350444901,0,0,0,UTE,4,F,F,3
1.56,0.4106776181,0,0,0,SEDAN,1,F,C,4
2.15,0.0876112252,0,0,0,STNWG,4,F,E,3
1.97,0.8323066393,0,0,0,STNWG,2,F,C,2
1.47,0.8323066393,0,0,0,HBACK,1,M,C,2
1.28,0.5941136208,0,0,0,STNWG,3,M,E,2
2.52,0.8350444901,0,0,0,HDTOP,1,M,F,3
2.07,0.9117043121,0,0,0,SEDAN,2,M,E,6
1.83,0.1724845996,0,0,0,SEDAN,3,F,B,4
0.7,0.0136892539,0,0,0,COUPE,4,M,B,4
1.73,0.629705681,1,1,3931.25,HBACK,2,F,E,6
1.34,0.1916495551,0,0,0,SEDAN,3,F,C,6
2.09,0.9883641342,0,0,0,UTE,3,M,C,1
0.46,0.5585215606,0,0,0,TRUCK,4,F,E,5
