subjectNO,participantID,"Condition
1= SMILE 0 = POUT","Task performed correctly? 
 1 = YES   0 = NO",,,,,Ratings,,,,,,Self-reported task performance," Comprehension of cartoons
1 = YES   0 = NO","Was the participant aware of the goal?
1= YES  0 = NO",Transcribe the written answer of each participant's guess  of the study's goal.,Age,"Gender
1 = Male   0 = Female","Student
1 = YES   0 = NO",Occupation / Field of study
104,104,1,1,1,1,1,4,4,5,4,4,7,6,8,1,0,TO see if people think seeing someone writing with a pen in their mouth is weird. ,21,1,1,Geology
105,105,0,1,1,1,1,4,7,8,3,5,4,5,2,1,0,"Honestly I'm not entirely sure. At first I thought it would be a basic motor functions test, but the cartoons threw me for a loop. Possibly a test of self-image?",18,1,1,student
106,106,1,1,0,1,1,3,3,2,1,3,2,7,9,1,0,To evaluate the way in which strange/unexpected ways of doing things affects performance. How being self-conscious may affect performance on tasks. ,18,0,1,(none given)
107,107,0,1,1,1,1,4,3,6,3,6,2,4,5,1,1,Either: 1) to test the motor skills of the mouth or: 2) to see what effect not being able to completely smile and laugh had on how funny jokes/cartoons are perceived as. ,21,1,1,Psychoanalysis
108,108,1,1,1,1,1,4,8,3,6,3,7,8,6,1,0,To test a less common way of holding pens for those who do not have the use of their hands. Presumably a more common way involves the use of the lips. ,21,0,1,Biology
109,109,0,1,0,1,1,3,0,2,9,9,2,9,7,1,0,The emotional psychology of how people with disabilities may feel when doing tasks similar to this because it may be their way of living. ,18,0,1,Pre-Vet
110,110,1,0,0,0,1,1,7,8,8,8,8,9,2,1,0,To understand how people deal differently with unfamiliar tasks like this,22,0,1,Philosophy
111,111,0,1,1,1,1,4,2,3.5,5,8,2,5,7,1,0,This experiment was about multitasking. It was difficult to think about the task and doing it correctly while also concentrating on holding the pen the correct way at the same time. ,19,0,1,Environmental Policy
112,112,1,1,1,1,0,3,4,4,3,5,2,5,6,1,0,To see how well people can use other parts of their bodies to complete tasks. It can probably help people design helpful devices more efficiently for those people who do have disabilities. ,18,0,1,n/a
113,113,0,1,1,1,1,4,5,7,2,5,7,8,5,1,0,To learn about how ppl physically as well as emotionally/mentally may react and cope w/doing tasks w/ a diff part of the body that ppl normally use to do those tasks. ,21,0,1,Political Science
114,114,1,1,1,1,1,4,5,3,3,5,5,6,8,1,0,"To see how difficult it is to perform tasks with body parts you don't normally use for those tasks. More importantly though, how using those unconventional body parts affects the person (performance, confidence, people's impression of them..etc)",19,1,1,Math/Econ
115,115,0,0,0,0,0,0,9,9,7,8,4,6,9,1,0,To study how a person reacts to an adverse condition,19,1,1,Biochemistry
116,116,1,1,1,1,1,4,7,5,6,7,7,7,8,1,0,The purpose of this experiment is to see if inexpensive solutions to physical impairments are viable (compare to expensive solutions). ,22,0,1,Environmental Science
117,117,0,0,1,1,1,3,7,4,6,6,3,4,9,1,0,"To understand the difficulties for a person who always has to write like this, but also to gauge how quickly a person can learn to do it. ",20,1,1,Asian Studies & French
118,118,1,1,1,1,1,4,6,4,1,2,1,1,5,1,0,Maybe something to do with connections between confidence and a person's self-awareness? ,23,1,1,Writing
119,119,0,1,1,1,1,4,7,8.5,1,6,5,6,7,1,0,To assess how well a person used to writing with implements held in their hands can adjust to writing with an implement in their mouth. ,19,1,1,Computer Science
120,120,1,1,1,1,1,4,6,2,3,2,5,6,5,1,0,Being able to perform everyday tasks without the usual body part associated with that specific task and maybe how one thinks they would be perceived by others when using that atypical body part to perform a task and how this affects their overall performance. ,20,0,1,Art History
121,121,0,1,1,1,1,4,3,5,4,6,5,6,7,1,0,To test the possibilites of using your mouth as an alternative to hands and how successful/hard it is.,21,0,1,Anthropology
122,122,1,1,1,1,1,4,3,2,5,5,3,4,9,1,0,To test out a method of writing/communicating that could be used by people without the use of their hands. ,19,1,1,undecided
123,123,0,1,1,1,1,4,4,4,2,3,1,0,7,1,0,It seems like the purpose is to test coordination. It seems like there could also be a componet about comfort and response to humor. ,20,0,1,Art History
124,124,1,1,1,1,1,4,3,2,2,6,4,7,8,1,0,The specific purpose of this experiment is to see how comfortable people are writing w/ a pen in their mouths and seeing how it affects one's mood. The overall purpose is to see people's ability to perform various tasks w/different parts of their body in order to assist people w/impairments. ,21,1,1,Biology
125,125,0,0,1,0,1,2,4,5,0,3,0,0,6,0,0,To see how well we use different parts of our body for various tasks. ,20,0,1,Neuroscience
126,126,1,0,0,0,0,0,7.5,5,3,0,0,6,2,1,0,Perhaps to evaluate how people can write with a pen in their teeth. And eval. This position. ,68,1,0,Retired Pediatrician
127,127,0,1,1,1,1,4,2,4,2,9,4,9,8,1,0,"Test peoples abilities to hold a pen in their mouth, with the purpose of seeing is a similarily operated device may be helpful to those who cannot hold a pen a normal way, without impeading other everyday tasks that require concentration, and without causing too much stress or pain to the user so that such operation on a daily basis is feasible. ",20,0,1,Anthropology & Art
128,128,1,1,1,1,1,4,6,4,7,7,4,7,7,1,0,To understand the psychological impacts of having an impairment and how that impairment affects one's ability to do everyday tasks. ,18,0,1,Biology
129,129,0,1,1,1,1,4,5,4,2,4,3,6,6,1,0,"The purpose of the experiment is to determine how quickly one can adapt to using the mouth for tasks one does not normally use the mouth for, and to determine if emotion affects the success. The purpose may also be to determine how people cope with new challenges i.e. smiling at cartoon while trying to write with the mouth.",18,0,1,undeclared
130,130,1,1,1,1,1,4,2,2,2,4,4,5,8,1,0,"To evaluate how we use non-traditional or assumed parts of the body for actions - as in, one rarely thinks to use the teeth in order to stabilize/use a pen. Question/address self consciousness and effectiveness around non-traditional use after the completion of tasks. ",21,0,1,Independently designed major in the EV realm - Philosophy minor
131,131,0,1,1,1,1,4,4,6,4,1,1,2,8,0,0,How well our body which we don't normally use function. Different people's ability to perform various tasks. ,18,0,1,N/A
132,132,1,1,1,1,1,4,9,7,8,6,8,9,5,1,0,Evaluating performance of impaired abilities in writing/drawing. I also think there is a strong emphasis on gauging how proper form of technique limits performance. ,21,1,1,Studio Art
133,133,0,0,0,0,0,0,3,3,7,6,8,9,8,1,0,See how perform tasks with mouth since there are people that must operate in this way,21,0,1,Economics
134,134,1,0,1,0,0,1,7,6.5,6,7,5,9,8,1,0,"This experiment might evaluate how does the teeth tecnique interfere in the writing itself, saliva and confort",20,1,1,Business
135,135,0,0,1,1,1,3,7,3,6,4,3,6,7,1,0,"To help create technologies for people with disabilities, to find functional alternate (using alternate body parts) ways of completing tasks. ",18,0,1,NA
136,136,1,1,1,1,1,4,8,8,6,7,6,7,6,1,0,To test the ease with which people can preform simple and day-to-day tasks using different parts of the body. ,20,0,1,"Art Major, Italian Minor"
137,137,0,1,1,1,1,4,7,8,6,5,3,8,8,1,1,"I think the purpose of the experiment was two fold. One to show how difficult it is to carry out simple tasks while holding a pen in your mouth, instead of using your hnads. Two, to show that general amusement or our ability to find something funny is higher while holding a pen in this way. Possibly a correlation with mouth shape?",20,1,1,Computer Science
138,138,1,1,1,0,1,3,5,3,7,7,7,7,9,1,0,To see how people use their body parts to do things that they would not normally do with those body parts,19,1,1,Biochemistry
139,139,0,1,1,0,1,3,7,6,3,3,2,4,5,1,0,To see how easily people can use tools in a way that is strange to them but not necessarily for others,20,0,1,creative writing
140,140,1,1,1,1,1,4,7,4,1,3,0,1,9,1,0,"I think the purpose of this experiment is to have people practice a method of writing that could be used for physically handicapped people (missing arms, fingers, or otherwise unable to write as most able people do). By having many people test this method, the experimenters can better assess the efficiency of implementing widespread use of this writing technique. ",21,1,1,Mathematical economics
141,141,0,1,1,1,1,4,5,5,2,1,5,8,8,1,0,To determine feasibility of writing with the mouth as opposed to speech recognition software? To gauge peoples' discomfort with using unusual body parts for tasks. ,19,0,1,undeclared
142,142,1,1,1,1,1,4,7,6,5,3,3,6,7,1,0,"I think the purpose of the experiment was to see how well simple tasks could be performed using one's mouth to control a pen, with the idea being that if someone could perform the tasks decently then expensive technologies would be proved unnecessary or at least not as vital as some believe they are. I think the study was also trying to research how one's level of embarassment/self-consciousness, due to writing with their mouth, would affect their performance. ",19,1,1,undecided
143,143,0,1,1,1,1,4,1,5.5,5,6,2,6,7,1,0,To equate self-consciousness with performance on the tasks. ,18,0,1,Physics
144,144,1,1,1,1,1,4,6,2,1,6,3,7,6,1,0,To see if it's feasible for people w/disabilities to function in this position and/or perform tasks. ,18,0,1,n/a undeclared
145,145,0,1,1,1,1,4,5,3,0,4,6,6,6,1,0,"""In this study we evaluate a simple & cheap alternative"" -information brochure",22,1,1,organic chemistry
146,146,1,1,1,1,1,4,3,4,5,3,5,9,7,1,0,To test people's abilities to perform motor skills in a less common/different way. To research how people's approaches to each task might have different results.,19,0,1,English major
147,147,0,1,1,1,1,4,6,4,8,7,5,7,8,1,0,"look at different peoples abilities, discomfort, and social discomfort when writing with a pen in their mouth",18,0,1,neuro?
148,148,1,1,1,1,1,4,6,6,2,2,6,1,9,0,0,I think the purpose of this experiment is to use body parts that you don't normally use for everyday tasks (like writing). Ths can also represent how it feels if you are physically impaired (can't use your hands to write),18,0,1,undeclared
149,149,0,0,1,1,1,3,2,4,3,0,1,5,7,1,0,"To see if holding a pen with your mouth and writing could be an effective way to write for people with disabilities, etc. An alternative to writing with your hands. ",18,0,1,environmental policy
150,150,1,1,1,1,1,4,7,6,5,7,5,6,4,1,0,I think the purpose of this experiment is to test the best way to create a technology for people to be able to write with their mouths. I think it is specifically targeting people with physical disabilities who cannot write normally. ,19,1,1,environmental science
151,151,0,1,1,1,1,4,3,6,3,7,0,4,3,1,0,"See how reasonable it is for people without typical hand/gripping capabilities to use their mouths to perform tasks done by normal people. Also, perhaps how well people can/will maintain correct/difficult positions",21,0,1,Economics & environmental science
152,152,1,0,1,1,1,3,2,4,3,4,5,7,7,1,0,To test how behaviors and preformance would change when a person is forced to do simple tasks in an uncomfortable way.,20,0,1,Political Science
153,153,0,1,1,1,1,4,7,5,2,3,5,6,4,1,0,I think the purpose of the experiment is to evaluate alternate ways in which to perform daily tasks so as to come up with different ways to think about how we complete tasks as well as to perhaps find solutions to helping people with disabilities find ways to complete tasks different ways. Perhaps the experiment was also meant to show how difficult it is to learn different methods of performing tasks we do every day with ease. ,18,0,1,undeclared; possibly biology
154,154,1,1,1,1,1,4,6,5,1,4,3,2,8,1,0,To test how people learn to do different tasks than they normally would with certain body parts…to help with research for creating tools to help disabled people,19,0,1,economics
155,155,0,1,1,1,1,4,6,6,3,4,2,5,3,1,0,"To test a grip, especially on things as simple/everyday as underlining/circling, for comfort + impact on legibility. Further to see instinctive ways to ""master"" the given technique.",21,1,1,economics
156,156,1,1,1,1,1,4,1,0,1,4,4,2,8,1,0,I think the purpose of the experiment is to see whether people obey the given instruction or not when the instruction is not comfortable for them. (without people monitored),18,0,1,economics and music
157,157,0,1,1,1,1,4,3,4,6,7,3,7,8,1,0,I think the purpose of this experiment is to test how difficult it is to do something in a way that I wouldn't normally perform the task. ,18,0,1,economics
158,158,1,1,0,0,0,1,4.5,6,1,6,1,6,6,1,0,To study the ability of people to use fine motor skills around his/her mouth as a controller for specialized tools,21,1,1,Math/Econ
159,159,0,1,1,1,1,4,2,2,1,2,2,5,8,1,0,I think the purpose is to find ways to examine how well we function doing everyday tasks with a different manner. I also believe that by choosing the method of how you hold the pen in your mouth is a way to challenge your brain. ,19,0,1,Biology
160,160,1,1,1,1,0,3,6,4,6,8,5,,7,1,0,To see how we can use parts of our bodies to complete tasks that do not usually require the use of that part of the body,19,0,1,undeclared neuroscience major
161,161,0,1,1,1,1,4,5,6,3,4,4,5,6.5,1,0,My understanding was that the experiment was studying the effectiveness of using parts of one's body in place of another (mouth instead of hands) in order to ascertain what could be used as a low cost substitute for things/devices that would serve the same tasks for individuals with disabilities of a nature that made this technology a necessity. ,19,0,1,Anthropology & Theatre
162,162,1,1,1,1,1,4,9,2,6,8,4,9,0,1,0,"I think the purpose is too see if individuals have difficulty utilizing an item in a way they have never used it before (i.e. pen in mouth, not in hand.) This shows the difficulty individuals have when they don't normally use an item (& muscles they don't use) in comparison to how they normally do use it. ",19,0,1,Economics & Spanish
163,163,0,1,1,1,1,4,3,4,3,4,4,5,6,1,0,The purpose of the experiment seemed to be to study the extent to which people could adapt their behavior & motor coordination to complete everyday tasks in an unusual manner. ,18,0,1,undecided
164,164,1,1,0,1,1,3,8,5,6,7,8,8,9,1,1,1) Determine plausibility of mouth-held writing instruments for the disabled. 2) Gauge the effect of self-consciousness on one's ability to focus/perform 3) Mouth resembles a smile - does holding a smile have an affect on how humorous or enjoyable people find cartoons/media/life?,18,0,1,undeclared
165,165,0,1,1,1,1,4,5,8,5,5,3,8,1,1,0,"To evaluate ways in which technology can be used to help those with disabilities. Also to see the realistic effects on how it would impact the individual, socially",19,0,1,undecided
166,166,1,1,0,1,0,2,6,7,6,4,5,7,8,1,0,To measure people's ability to adapt to using a tool in an unfamiliar way. (Note tongue placement and teeth alignment affected by ability to perform tasks. Tongue placement was not specified in the instructions and could be used for leverage against the pen.),32,1,1,History/Philosophy
167,167,0,1,1,1,1,4,6,4,3,7,6,7,7,1,0,"To examine the effectiveness of simple solutions (i.e. holding pen in mouth) to disabilities which prevent one from using hands to hold pen. Also to gauge participants reaction, discomfort, etc. to using a pen in this way. …Or maybe it is all a coverup for some psychological experiment involving making people do bizarre tasks and gauging how they react, etc. I don't know!",22,1,1,Political Science
168,168,1,1,1,1,0,3,5,4,3,6,5,5,7,1,0,To examine the drawbacks of holding a pen in this way,20,0,1,Physics
169,169,0,0,0,1,1,2,7,8,2,2,3,2,2,1,0,The purpose of this experiment was to see my ability to hold the pen in my mouth without using my teeth while writing/drawing.,20,0,1,Environmental Science
170,170,1,0,1,1,1,3,7,4,5,7,7,6,7,1,0,"I think that the purpose of this experiment was to study motor skills of the mouth (specifically not handeye). I also could be able the memory of muscles and how, since mouth is typically not holding/using a pen, I don't have the muscle memory to perform the tasks efficiently nor well. ",19,0,1,Political Science
171,171,0,1,1,1,1,4,5,2,4,7,8,7,4,1,0,To figure out what the assimilation of this kind of utilization of the mouth would look like and how practical it would be in a work/classroom setting. ,21,1,1,International Political Economy
172,172,1,1,1,1,1,4,3,2,3,4,3,2,8,1,0,To study how psychomotoric can effect the self conscious?,22,1,1,Philosophy
173,173,1,0,1,1,1,3,4,3,,4,6,7,8,1,0,To look for alternative and less expensive ways to ease or facilitate writing or performing other daily tasks for people who are physically impaired. ,20,0,1,Mathematical economics and French
174,174,1,1,1,1,1,4,8,6,1,5,5,6,8,1,0,To test people's coordination using their mouth for situation its usually not sued for. I don't really get the purpose of the cartoons,21,0,1,Political Science
175,175,1,1,1,1,1,4,7,6,5,7,5,7,8,1,0,To get a better understanding of ways in which certain body parts may take on the role of other body parts in complex everyday tasks. This experiment could help in finding the most efficient ways to help those with disabilities. ,19,1,1,Mathematical Economics
176,176,1,1,1,1,1,4,7,4,3,5,6,8,3,1,0,To understand the social impacts that may go along with being able to execute a task using a body part you wouldn't normally use. Also to understand if using the mouth as a way to write is painful or not. ,18,0,1,undeclared
177,177,1,1,1,0,1,3,6,4,5,7,6,7,7,1,0,To test a new technology to aid people to write with an instrument held in their mouth. ,20,0,1,International Political Economy
178,178,1,1,1,1,1,4,6,2,7,5,6,6,8,1,0,Possibly link how people's physical disadvantages affect their sense of humor,19,1,1,Economics
179,179,0,1,1,1,1,4,5,3,3,6,4,5,8,1,0,"To analyze how people interact with the camera and analyze if they look uncomfortable etc. Also, maybe to see if the mouth position changes w/laughter. Not sure.",22,0,1,Environmental Science
180,180,1,1,1,1,1,4,5,3,2,7,5,2,8,1,0,I think that is looking at how willing people are to do things the aren't comfortable with. ,18,0,1,college student
181,181,0,1,1,1,1,4,7,3,3,3,7,7,7,1,0,"The forms said this experiment was designed to see how people preform tasks with body parts not normally associated with those tasks. But usually these (psych experiments I've taken) have a hidden motive. You probably have one too, you sneaky researchers.",19,0,1,Geophysics
182,182,0,1,1,1,1,4,6,5,2,3,4,3,7,1,0,"To find trends in how people perceive others holding pens/objects in weird/abnormal ways, such as when a person is disabled, or to see how naturally people can pick up/learn to hold in object in their mouth the correct way",19,1,1,undecided
183,183,0,1,1,1,0,3,1,2,1,3,4,7,5,1,0,To compare the awareness of one's own appearance to the success in completing simple tasks,20,1,1,Biochemistry
184,184,0,1,0,0,1,2,5,4,1,2,2,5,7,1,0,To see how a person's ability to complete a task is affcted by a) social concerns and b) physical disabilities,20,0,1,Medical anthropology
185,185,0,1,1,1,1,4,5,6,7,7,4,4,7,1,0,To see how much it will affect on the quality of doing tasks using somewhere that is not normally use. Also how it will effect people's thinking process (like not understanding the cartoons) ,19,0,1,undeclared
186,186,0,1,1,1,1,4,2,4,6,2,2,7,6,1,0,"To research ways of writing (or generally, communicating?) with parts of your body other than hands (e.g. for disabled individuals who can't use their hands to write)",21,0,1,Math
187,187,0,0,1,1,1,3,5,5,1,2,1,0,4,0,0,I am not sure. I did notice though that my mouth became tired after holding the pen for a long period of time. It probably had to do with how when people are focused on holding the pen correctly it distracts them.,19,0,1,"Film & Media, Italian"
