subjectNo,participantID,"Condition
1= SMILE 0 = POUT","Task performed correctly? 
 1 = YES   0 = NO",,,,,Ratings,,,,,,Self-reported task performance," Comprehension of cartoons
1 = YES   0 = NO","Was the participant aware of the goal?
1= YES  0 = NO",Transcribe the written answer of each participant's guess  of the study's goal.,Age,"Gender
1 = Male   0 = Female","Student
1 = YES   0 = NO",Occupation / Field of study
106,273,0,0,0,0,0,0,1,0,0,2,6,7,9,1,0,Normalde herhangi bir i?i yaparken kulland???m?z organ?m?z yerine farkl? bir organ?m?z? kullanarak gerçekle?tirmeye çal??t?k,30,1,1,Psikoloji
107,274,1,0,1,1,1,3,5,1,0,0,0,0,5,1,0,Engelli insanlarla ilgili olabilir.,18,0,1,Psikoloji
108,275,0,1,1,1,1,4,3,6,4,3,1,5,5,1,0,Bu deneyde yapt???m i?lemlerin zorlu?unu anlayarak engeli olan insanlar? anlad?m.,19,1,1,Psikoloji
109,276,1,0,0,1,0,1,1,1,9,5,8,5,5,1,0,beceri kabiliyeti. Beceri kabiliyetlerimizi ölçmek için yap?lm??t?r.,19,1,1,Psikoloji
110,277,0,1,1,1,1,4,6,1,0,3,2,4,7,1,,,19,1,1,Psikoloji
111,278,1,1,1,1,1,4,7,6,3,9,7,8,5,1,0,Fiziksel olanak a?z?m?z gülme i?levi gerçekle?tirdi?imizde beynimize giden sinyaller gülmemizi sa?l?yor,18,1,1,Psikoloji
112,279,0,1,1,1,1,4,3,3,2,0,2,3,7,1,0,Farkl? kaslar?n kontrolünü ne kadar sa?layabiliyoruzu görmek.,19,1,1,Psikoloji
113,280,1,1,1,1,1,4,7,6,1,8,2,5,7,0,0,"Günlük hayatta, rutin i?lerimizi gerçekle?tirirken kulland???m?z bedenimizi, bunlardan eksiklik olunca alg?lamada, anlamada veya dü?üncede ne tür de?i?iklikler olabilece?ini ara?t?rma olabilir diye dü?ünüyorum.",19,1,1,Psikoloji
114,281,0,0,1,1,1,3,4,8,0,2,1,3,4,0,0,Normalde ellerimizle yapt?klar?m?z? a?z?m?zla yapmak.,20,1,1,Psikoloji
115,282,1,1,1,1,1,4,5,6,3,5,8,7,3,1,0,Deneyde elimizle yapt???m?z hareketlerin a?z?mla o kadar rahat yapamazs?n. Bedensel engellilerin bu hareketleri yapma zorluklar?n? anlama. ,19,1,1,Sosyoloji
116,283,0,0,0,0,1,1,3,4,0,9,9,0,0,1,0,Karikatürleri anlamaya çal??t?m.,21,1,1,Ö?renci
117,284,1,1,1,1,1,4,7,4,6,5,4,6,4,0,0,Engellilerin ya?ad?klar? zorluklar? ,18,1,1,Sosyoloji
118,285,0,0,0,0,0,0,4,4,0,0,4,4,7,1,0,Normal olarak di?erlerinden farkl? olarak vücudumun baz? bölümlerini kullanmayan insanlar?n zorluklar?n? anlad?m. Ama kesin olarak amaç bu mu bilmiyorum.,18,1,1,Sosyoloji
119,301,0,1,1,1,1,4,3,5,4,5,3,8,2,1,0,Engelimiz olsayd? nas?l olurdu. Engelli insanlar?n vücudlar?n?z de?i?ik yerlerini bizden daha fazla kulland?klar? ve bizimde bunu ölçmemiz,20,1,1,Psikoloji ( ?ngilizce)
120,302,1,1,1,1,1,4,3,1,0,4,3,4,5,1,0,"Al??m???n d???nda bir yöntemle günlük yaz? al?kanl???m?z? görmek. Yaz? yazmak elle yap?lan, al???ld??? için kolayca gerçekle?tire bildi?imiz bir davran??, bunu di?er organlar?m?z? kullanarak nas?l yapabildi?imizi görmek",19,1,1,Psikoloji (ing)
121,303,0,1,1,1,1,4,7,9,0,9,,9,4,1,0,Deneyin amac? kalemi a??zda tutman?n zorlu?u,21,1,1,Psikoloji (ing)
122,304,1,1,1,1,1,4,5,4,1,4,6,8,6,1,0,Engelli vatanda?lar?m?z?n sosyal hayata daha rahat kat?labilmesini sa?layacak projelerin veri taban?n? haz?rlamak,22,1,1,Felsefe/Psikoloji(?ngilizce)
123,305,0,1,1,1,1,4,5,7,6,8,7,8,7,1,0,Motor reflekslerini ölçme amaçl? oldu?unu bedensel engelli insanlar?n yerine kendimizin konulmas? gerekti?ini amaçlad???n? dü?ünüyorum,20,1,1,Psikoloji ( ?ngilizce)
124,306,1,1,1,0,1,3,5,4,1,3,4,4,3,1,0,Kalemi istenilen pozisyonda tutabilmek ile motor i?levlerinin kullan?lmas?na dair kabiliyetin ölçüldü?ünü dü?ünüyorum,20,1,1,Psikoloji
125,307,0,0,1,1,1,3,7,7,8,7,6,8,1,1,0,Engelli insanlara fark?ndal?k yaratmak onlara ilgili empati kurmay? amaçlad???n? dü?ünüyorum,23,1,1,Psikoloji
126,308,1,1,1,1,1,4,4,6,4,1,4,0,4,1,0,Resimlerle ilk hissetti?im tepkiyi zor bir anda dile getirmek.,22,1,1,Psikoloji (ing)
127,309,0,1,1,1,1,4,2,3,0,1,0,4,8,1,0,Motor kontrolümüzün dü?ünmemiz üzerinde ki etkisi ,22,0,1,Psikoloji
128,310,1,1,1,1,1,4,6,4,0,0,2,5,7,1,0,Engelli insanlar?n ya?am ko?ullar?nda nas?l davranabilece?imizi gözlemi? olabilirler,26,1,1,Psikoloji ( ?ngilizce)
129,311,0,0,0,0,0,0,4,5,7,6,4,6,9,1,0,Engelli ya?am?n çok kolay olmad???n? ve onlara daha fazla özen göstermemiz gerekti?ini ,20,1,1,Psikoloji
130,312,1,1,1,1,1,4,3,1,1,4,0,5,3,0,0,Engelliler için yap?lmas? amaçlanan bir tekni?in ön testleri,20,1,1,Psikoloji
131,401,0,0,0,0,0,0,6,7,3,2,7,8,3,1,0,Çe?itlli uzuvlar?n? kaybeden ya da onlar? kullanamayan insanlarla empati yap?lmas?n?n gereklili?ini ö?retmeyi amaçl?yor olabilir.,19,1,1,Psikoloji
132,501,0,0,0,0,0,0,6,5,4,7,7,6,8,1,0,?nsanlar?n normalde kullanmad?klar? bölgelerle ilgili performans kabiliyetini anlamak,18,1,1,Psikoloji
133,502,1,1,1,1,1,4,8,5,3,6,5,8,5,0,0,A?z?mda kalemi tutarken dudaklar?ma ne kadar de?dirdi?imi ölçtü?ünü dü?ünüyorum,19,1,1,Psikoloji (ing)
134,503,0,0,0,0,0,0,9,2,0,1,0,3,7,1,0,Elleri omayan insanlar? anlama. Elleri olmayan engelli insanlar?n ya?amlar? boyunca hissetti?ini duyguyu anlamay? amaçlam??t?r,19,1,1,Psikoloji (ing) 1.s?n?f
135,504,1,0,0,0,0,0,4,5,3,3,6,5,2,0,0,Ellerimizi kullanmadan yapabilece?imiz olanaklar? bir bedensel engelli olan bir ki?iyi anlama,19,1,1,Psikoloji
136,505,0,0,0,0,0,0,8,4,0,3,5,6,4,1,0,"Bir bedensel engelli insan?-insanlar? anlamam?z, zorluklar?n? azda olsa farketmemiz için yap?lm??t?r bu deney.",20,1,1,Psikoloji
137,506,1,1,1,1,1,4,8,6,2,0,1,7,2,1,0,Engellilerle empati kurabilmek,21,1,1,Psikoloji (ing)
138,507,0,0,0,0,0,0,5,6,4,7,6,6,3,1,0,Engellilere kar?? olan bak?? aç?m?z?n nas?l oldu?unu bize anlam yönünde  bakmam?z? ,19,1,1,Psikoloji
139,508,1,1,1,1,1,4,5,3,5,6,7,7,6,1,0,Baz? engelli olan insanlar günlük ya?ama ayak uydurmak için elleri yerine a??zlar?n? kullanarak eylemlerini gerçekle?tirmek zorunda kal?yorlar. Normal bir insan?n bu düzene ne derece uyum sa?layabildi?ini ara?t?rd???n? dü?ünüyorum,22,1,1,Psikoloji
140,509,0,0,0,0,0,0,5,5,3,6,6,4,5,1,0,"Görsel ve baz? di?er örneklerde ayn? anda çoklu - görev yapt?rmak bu husustaki beceriyi analiz etmek olabilir. mesela sesli harfleri bulmak ve kalemi a??zda tutmak; muti-task, ve kalemi a??zda tutarak yazmak hususundaki beceri de?i?imi.",22,0,1,Psikoloji
141,510,1,0,1,1,1,3,8,4,4,6,7,8,5,1,0,Engelli insanlar?n engellerinden ötürü kar??la?abilece?i s?k?nt?lar? görmü? oldum. Deneyin amac? ise bu konuda bilinçlilik.iyi bir empati kurmu? oldum,22,1,1,Psikoloji ( ?ngilizce)
142,511,0,0,0,0,0,0,4,8,6,4,3,6,8,1,0,?nsanlar?n herhangi bir i?i farkl? ?eylerle yapabilirlermi onu ölçmek. Herhangi bir i?i al???lmad?k bir yöntemle yapmaya çal??mak. Ve insanlar?n bunda ki ba?ar?lar?n? gözlemek. Farkl? yöntemlerle yap?labilecek mi diye gözlemlemek,17,1,1,Sosyoloji
143,512,1,0,1,1,1,3,4,2,1,3,2,4,6,1,0,"Duyu organlar?m?z?n hepsinin i?levi, yapt???m?z i?ler farkl?d?r. Bence amac? organlar?m?z i?lev yönünden birbirinden ayr?l?r bu deneyde bunu amaçlam??t?r.",18,1,1,Sosyoloji
144,513,0,1,1,1,1,4,7,4,1,4,6,4,8,1,0,Beyinde ki robot kolu ve kalemi bir taraftan a?z?m?zda tutmaya çal???rken bir taraftan mizahi ?eylere tepkilerimi ölçtünüz,19,1,1,Sosyoloji
145,514,1,1,1,1,1,4,7,6,0,0,4,0,2,1,,,19,0,1,Psikoloji
146,515,0,0,0,0,0,0,7,9,1,2,2,2,8,1,0,Normalde yazma görevinde kullanmad???m duda??m?n performans kabiliyetini ölçümü,20,1,1,Psikoloji
147,601,0,0,0,0,0,0,2,3,2,0,3,2,4,1,0,Hiçbir fikrim yok.,20,0,1,Psikoloji
148,602,1,1,1,1,1,4,9,3,0,2,8,9,2,1,,,19,0,1,Psikoloji
149,603,0,0,0,0,0,0,3,3,1,3,3,4,7,1,0,Engeli olmayan insanlar?n yaz? yazabilmek veya farkl? i?levleri yerine getirebilmek için ne düzeyde vücutlar?n?n farkl? bölümlerini kullanabildiklerini test etmek,20,1,1,Psikoloji
150,604,1,1,1,1,1,4,8,7,8,5,7,9,7,1,0,"Fiziksel olarak zorland???m?zda dikkatimizi yo?unla?t?rman?n zor oldu?unu göstermek olabilir. Hayat? rutin bir ?ekilde ya??yoruz oysa ayn? ''basit'' i?lemleri daha yo?un bir perfonmansla yapmak zorunda olmak, psikolojiyi, ö?renmeyi vs güçle?tiriyor.",31,0,1,Psikoloji / Ö?retmen 
151,605,0,1,1,1,1,4,4,4,5,4,8,9,5,1,0,"Ellerimizi kullanmadan yazma, çizme vs görevlerini ne kadar yapabildi?imiz ölçme do?rultusunda bir deneye oldu?unu dü?ünüyorum. Bir nevi kollar? veyahut elleri olmayan insanlar? anlama.",20,0,1,Sosyoloji
152,606,1,1,1,1,1,4,5,2,2,7,4,5,3,1,0,"San?yorum ki kendimizi bir e?ye ?artlam??ken, yani bu deneyde dudaklar kaleme de?meden di?ler aras?nda s?k??t?rmak ?artlad???m?z ve yapmay? önemsedi?imiz ?eydi o yüzden bizden istenen talimatlar? yaparken gereken önemi ve dikkatimizi o istenen talimata veremedik. Yani san?r?m, engelli vatanda?lar?m?z? anlamak noktas?nda onlar?n bir engeli oldu?unda bizim bu ya?ad???m?z durumla mukayese edilemeyecek kadar zorluk çektikleri anlamam?z aç?s?ndan ve onlar?n ya?amlar?n? kolayla?t?rmak için bir etki-tepki deneyi oldu?unu dü?ünüyorum.",19,0,1,psikoloji ?ng. 1. S?n?f ö?rencisi
153,607,0,0,0,0,0,0,6,5,,3,,5,4,1,0,Reflexlerin amac?.,19,0,1,Sosyoloji
154,608,1,1,1,1,1,4,5,5,1,4,1,4,7,1,0,?nsanlar?n kullanmad?klar? yetenekleri ve bölgeleri. ?nsanlar?n zorunda kalmad?kça hep ayn? bölgelerini kullanmalar? ve böylece sadece o kulland?klar? bölgelerin iyi bir ?ekilde geli?ti?i kullanmad?klar? bölgelerin ise zamanla köreldi?i. Gerekli oldu?u zamanlarda ise o kullanmad?klar? bölgelerini kulland?klar?nda zorluk ya?ad?klar?.,18,0,1,Psikoloji
155,609,0,0,0,0,0,0,5,4,0,4,2,6,6,0,0,Elimizi kullanmadan da kalem tutup baz? aktiviteleri gerçekle?tirebilece?imizi ve beyin fonksiyonlar?n ne kadar geli?mi? oldu?unu gördüm.,20,0,1,Psikoloji (ing)
156,610,1,1,1,1,1,4,3,0,4,2,2,5,5,1,0,Zihnimizin hangi/nas?l ölçüde kullanabilece?imiz veya bir?eye odaklan?rken dü?üncemizi etkileyip/etkilememesi. Hangi fonksiyonun  daha öncül oldu?unu,20,0,1,Psikoloji ( Türkçe)
157,611,0,0,0,0,0,0,9,6,1,3,3,5,0,1,0,"Kalemi normalde elimizle tutarken, deneyde a?z?m?la tutarak farkl? bir i?lem gerçekle?tirdi?imizde dikkat ve teorimizi",21,0,1,Psikoloji
